codes, ebits, ll_aht, d_aht, ratio
348, 91, 4244, 931, 3.169960
348, 91, 4249, 931, 3.170993
348, 91, 4252, 934, 3.172589
348, 91, 4257, 934, 3.170045
348, 91, 4263, 934, 3.171638
348, 91, 4268, 937, 3.174353
348, 91, 4272, 937, 3.167695
348, 91, 4278, 937, 3.169283
347, 91, 4282, 937, 3.169188
347, 91, 4285, 940, 3.170773
349, 91, 4293, 943, 3.172722
349, 91, 4301, 943, 3.154273
346, 91, 4309, 943, 3.155297
350, 91, 4320, 943, 3.161863
350, 91, 4323, 946, 3.163435
350, 91, 4326, 949, 3.161504
350, 91, 4329, 952, 3.159580
350, 91, 4333, 955, 3.158214
350, 91, 4336, 959, 3.155116
350, 91, 4340, 959, 3.152114
350, 91, 4345, 963, 3.155324
350, 91, 4348, 967, 3.150520
350, 91, 4355, 967, 3.149180
350, 91, 4360, 971, 3.152376
350, 91, 4367, 971, 3.147603
350, 91, 4370, 974, 3.149156
350, 91, 4376, 978, 3.149457
350, 91, 4381, 978, 3.140227
350, 91, 4385, 978, 3.140693
351, 91, 4388, 985, 3.144943
351, 91, 4392, 985, 3.142009
351, 91, 4397, 985, 3.143011
351, 91, 4402, 989, 3.146170
351, 91, 4410, 989, 3.142012
351, 91, 4414, 989, 3.142473
351, 91, 4421, 989, 3.144546
351, 91, 4425, 989, 3.145005
351, 91, 4431, 989, 3.146538
351, 91, 4434, 993, 3.148605
351, 91, 4437, 996, 3.146760
351, 91, 4440, 999, 3.144920
351, 91, 4446, 1005, 3.146289
350, 91, 4453, 1012, 3.141489
350, 91, 4456, 1016, 3.131886
350, 91, 4461, 1020, 3.131676
350, 91, 4466, 1024, 3.128165
349, 91, 4473, 1024, 3.123093
349, 91, 4477, 1024, 3.123554
349, 91, 4488, 1030, 3.130846
349, 91, 4496, 1036, 3.112038
349, 91, 4502, 1039, 3.102178
350, 91, 4505, 1046, 3.098242
350, 91, 4510, 1046, 3.096025
350, 91, 4516, 1049, 3.099071
350, 91, 4522, 1052, 3.092545
350, 91, 4525, 1056, 3.085041
351, 91, 4529, 1060, 3.084910
351, 91, 4535, 1060, 3.081674
351, 91, 4540, 1060, 3.082653
351, 91, 4546, 1060, 3.084141
351, 91, 4552, 1060, 3.085627
351, 91, 4559, 1064, 3.089659
351, 91, 4562, 1067, 3.080162
351, 91, 4570, 1071, 3.081560
351, 91, 4575, 1071, 3.063915
351, 91, 4579, 1071, 3.064386
351, 91, 4584, 1071, 3.065359
351, 91, 4587, 1074, 3.066834
351, 91, 4590, 1077, 3.065228
351, 91, 4596, 1077, 3.063627
351, 91, 4601, 1077, 3.064597
351, 91, 4604, 1080, 3.066066
351, 91, 4611, 1080, 3.064968
351, 91, 4614, 1083, 3.066434
351, 91, 4618, 1083, 3.063840
351, 91, 4623, 1087, 3.066800
351, 91, 4626, 1091, 3.062655
351, 91, 4635, 1091, 3.062562
351, 91, 4638, 1095, 3.064516
351, 91, 4643, 1095, 3.062438
351, 91, 4648, 1099, 3.065379
351, 91, 4651, 1109, 3.064229
351, 91, 4658, 1109, 3.063148
351, 91, 4664, 1112, 3.066075
351, 91, 4669, 1112, 3.059489
351, 91, 4672, 1116, 3.061425
351, 91, 4676, 1119, 3.060353
351, 91, 4682, 1123, 3.059256
351, 91, 4686, 1127, 3.052709
351, 91, 4693, 1127, 3.050170
351, 91, 4696, 1130, 3.051607
351, 91, 4701, 1134, 3.051531
351, 91, 4708, 1134, 3.046049
351, 91, 4712, 1134, 3.046512
351, 91, 4716, 1134, 3.046973
351, 91, 4722, 1134, 3.048403
351, 91, 4730, 1138, 3.052733
351, 91, 4736, 1138, 3.042389
351, 91, 4741, 1138, 3.043332
351, 91, 4744, 1142, 3.045236
351, 91, 4749, 1148, 3.046132
351, 91, 4756, 1151, 3.042166
351, 91, 4764, 1151, 3.028585
351, 91, 4768, 1151, 3.029048
355, 91, 4777, 1151, 3.033793
355, 91, 4781, 1157, 3.037108
355, 91, 4785, 1161, 3.035138
355, 91, 4790, 1165, 3.033649
355, 91, 4796, 1165, 3.029314
355, 91, 4799, 1168, 3.030718
357, 89, 4802, 1174, 3.030675
357, 89, 4806, 1179, 3.030631
357, 89, 4809, 1183, 3.028222
357, 89, 4813, 1183, 3.025834
357, 89, 4820, 1183, 3.027700
357, 89, 4828, 1183, 3.030033
357, 89, 4833, 1183, 3.030957
357, 89, 4839, 1183, 3.032349
357, 89, 4843, 1183, 3.032802
352, 91, 4846, 1193, 3.036066
352, 91, 4849, 1197, 3.035080
352, 91, 4855, 1197, 3.033629
352, 91, 4859, 1197, 3.034080
352, 91, 4866, 1197, 3.035931
352, 91, 4872, 1197, 3.037313
352, 91, 4876, 1197, 3.037762
356, 91, 4881, 1206, 3.044734
356, 91, 4889, 1206, 3.041376
356, 91, 4895, 1206, 3.042751
356, 91, 4898, 1210, 3.044589
356, 91, 4905, 1214, 3.045455
356, 91, 4908, 1221, 3.036011
357, 91, 4915, 1221, 3.035500
357, 91, 4920, 1221, 3.036406
354, 93, 4932, 1221, 3.040074
354, 93, 4936, 1225, 3.042357
354, 93, 4940, 1229, 3.040441
354, 93, 4947, 1229, 3.038073
354, 93, 4950, 1236, 3.041265
354, 93, 4954, 1236, 3.038919
354, 93, 4961, 1236, 3.040732
354, 93, 4965, 1240, 3.043001
354, 93, 4971, 1240, 3.040183
354, 93, 4977, 1240, 3.041534
354, 93, 4981, 1245, 3.044252
354, 93, 4990, 1245, 3.042805
354, 93, 4994, 1245, 3.043241
354, 93, 5000, 1245, 3.044586
354, 93, 5007, 1245, 3.046385
354, 93, 5013, 1245, 3.047727
354, 93, 5018, 1249, 3.050432
354, 93, 5024, 1249, 3.044857
354, 93, 5030, 1249, 3.046196
362, 91, 5034, 1249, 3.049344
362, 91, 5038, 1252, 3.051131
362, 91, 5041, 1255, 3.048329
362, 91, 5046, 1259, 3.048263
362, 91, 5053, 1263, 3.046355
362, 91, 5057, 1267, 3.039013
362, 91, 5064, 1270, 3.038048
354, 93, 5072, 1274, 3.029884
354, 93, 5075, 1278, 3.020880
354, 93, 5078, 1283, 3.020408
354, 93, 5083, 1283, 3.018609
354, 93, 5088, 1283, 3.019486
354, 93, 5095, 1283, 3.021248
354, 93, 5098, 1287, 3.023009
354, 93, 5102, 1294, 3.023862
354, 93, 5105, 1299, 3.022056
354, 93, 5114, 1299, 3.022026
354, 93, 5120, 1302, 3.024659
354, 93, 5123, 1306, 3.018437
354, 93, 5127, 1310, 3.017975
354, 93, 5131, 1315, 3.016630
354, 93, 5138, 1315, 3.014417
354, 93, 5141, 1319, 3.016157
354, 93, 5145, 1324, 3.016136
354, 93, 5148, 1327, 3.013496
354, 93, 5155, 1331, 3.014348
354, 93, 5159, 1335, 3.007366
354, 93, 5163, 1338, 3.005190
354, 93, 5170, 1342, 3.004750
354, 93, 5175, 1346, 2.995701
354, 93, 5179, 1350, 2.992707
354, 93, 5182, 1354, 2.990578
359, 91, 5189, 1357, 2.992301
360, 91, 5194, 1363, 2.985939
360, 91, 5197, 1369, 2.982150
360, 91, 5200, 1372, 2.980900
360, 91, 5203, 1375, 2.979652
360, 91, 5210, 1379, 2.980525
360, 91, 5213, 1383, 2.972164
360, 91, 5216, 1387, 2.971356
360, 91, 5219, 1393, 2.971393
360, 91, 5222, 1396, 2.970168
360, 91, 5225, 1399, 2.968947
360, 91, 5228, 1403, 2.968148
360, 91, 5233, 1406, 2.967769
354, 93, 5239, 1412, 2.964912
354, 93, 5244, 1412, 2.958351
354, 93, 5248, 1416, 2.960450
354, 93, 5251, 1420, 2.958437
354, 93, 5255, 1425, 2.958489
354, 93, 5258, 1430, 2.956900
354, 93, 5263, 1430, 2.955298
354, 93, 5266, 1434, 2.956971
354, 93, 5273, 1438, 2.957851
354, 93, 5277, 1442, 2.948971
354, 93, 5283, 1442, 2.946590
354, 93, 5286, 1446, 2.948255
354, 93, 5289, 1449, 2.947088
354, 93, 5295, 1453, 2.947562
354, 93, 5302, 1453, 2.941993
354, 93, 5306, 1453, 2.942425
354, 93, 5311, 1453, 2.943265
354, 93, 5316, 1453, 2.944104
354, 93, 5322, 1453, 2.945351
354, 93, 5325, 1457, 2.947004
354, 93, 5332, 1457, 2.946254
354, 93, 5337, 1457, 2.947090
354, 93, 5343, 1457, 2.948332
354, 93, 5349, 1457, 2.949573
354, 93, 5354, 1457, 2.950407
354, 93, 5359, 1457, 2.951239
354, 93, 5365, 1457, 2.952478
354, 93, 5369, 1460, 2.954121
354, 93, 5376, 1464, 2.953790
354, 93, 5383, 1464, 2.943503
354, 93, 5387, 1468, 2.945543
354, 93, 5392, 1468, 2.942811
354, 93, 5399, 1468, 2.944444
354, 93, 5404, 1471, 2.946479
354, 93, 5409, 1471, 2.942570
354, 93, 5415, 1471, 2.943798
354, 93, 5418, 1474, 2.945024
354, 93, 5421, 1477, 2.943888
354, 93, 5428, 1477, 2.943155
354, 93, 5433, 1477, 2.943978
354, 93, 5437, 1477, 2.944400
354, 93, 5441, 1481, 2.946421
354, 93, 5446, 1481, 2.943713
354, 93, 5449, 1485, 2.945331
354, 93, 5457, 1485, 2.944998
354, 93, 5461, 1489, 2.947012
354, 93, 5464, 1493, 2.945107
354, 93, 5471, 1497, 2.945967
354, 93, 5475, 1502, 2.937871
354, 93, 5478, 1507, 2.936389
354, 93, 5483, 1507, 2.934886
354, 93, 5487, 1507, 2.935306
350, 95, 5490, 1517, 2.938486
350, 95, 5495, 1521, 2.938558
350, 95, 5500, 1526, 2.936714
350, 95, 5509, 1526, 2.934484
350, 95, 5515, 1526, 2.935686
350, 95, 5518, 1529, 2.936887
349, 95, 5527, 1529, 2.936570
349, 95, 5532, 1529, 2.937378
349, 95, 5535, 1534, 2.939358
349, 95, 5538, 1539, 2.939039
349, 95, 5544, 1539, 2.937939
349, 95, 5548, 1539, 2.938353
349, 95, 5551, 1544, 2.940328
349, 95, 5556, 1550, 2.941176
353, 93, 5563, 1554, 2.940513
353, 93, 5568, 1558, 2.932610
353, 93, 5573, 1558, 2.928875
353, 93, 5576, 1561, 2.930062
353, 93, 5579, 1566, 2.929757
353, 93, 5584, 1570, 2.929838
353, 93, 5588, 1574, 2.927280
353, 93, 5592, 1579, 2.926239
353, 93, 5597, 1579, 2.923667
353, 93, 5601, 1579, 2.924080
353, 93, 5606, 1579, 2.924875
352, 93, 5615, 1579, 2.926820
352, 93, 5620, 1579, 2.927614
352, 93, 5624, 1579, 2.928025
352, 93, 5632, 1579, 2.929966
352, 93, 5635, 1582, 2.931140
352, 93, 5641, 1582, 2.930073
352, 93, 5646, 1582, 2.930863
352, 93, 5649, 1586, 2.932417
352, 93, 5657, 1591, 2.934020
352, 93, 5661, 1595, 2.922581
349, 95, 5665, 1598, 2.920424
349, 95, 5669, 1602, 2.917927
349, 95, 5673, 1606, 2.916541
349, 95, 5676, 1611, 2.914060
349, 95, 5680, 1614, 2.913404
349, 95, 5683, 1618, 2.911654
349, 95, 5687, 1622, 2.911378
349, 95, 5692, 1622, 2.907796
349, 95, 5697, 1622, 2.908580
349, 95, 5703, 1622, 2.909738
349, 95, 5710, 1622, 2.911269
349, 95, 5717, 1622, 2.912799
349, 95, 5720, 1628, 2.915077
353, 93, 5727, 1628, 2.915172
353, 93, 5733, 1628, 2.916324
353, 93, 5737, 1628, 2.916729
353, 93, 5743, 1628, 2.917880
353, 93, 5747, 1632, 2.919776
353, 93, 5750, 1635, 2.917660
353, 93, 5756, 1635, 2.916636
353, 93, 5760, 1639, 2.918527
353, 93, 5767, 1639, 2.916790
353, 93, 5771, 1642, 2.918307
353, 93, 5775, 1647, 2.917316
353, 93, 5779, 1651, 2.915957
353, 93, 5784, 1651, 2.913494
349, 95, 5788, 1651, 2.913156
349, 95, 5792, 1655, 2.915035
349, 95, 5795, 1658, 2.911873
349, 95, 5801, 1662, 2.912339
349, 95, 5804, 1666, 2.907421
349, 95, 5808, 1670, 2.907156
349, 95, 5812, 1675, 2.905128
353, 93, 5818, 1680, 2.905633
353, 93, 5821, 1684, 2.897595
353, 93, 5827, 1684, 2.896614
353, 93, 5830, 1689, 2.898472
353, 93, 5835, 1689, 2.897128
353, 93, 5841, 1689, 2.898256
353, 93, 5845, 1689, 2.898656
353, 93, 5851, 1689, 2.899782
353, 93, 5857, 1689, 2.900907
353, 93, 5863, 1689, 2.902032
353, 93, 5869, 1693, 2.904606
353, 93, 5875, 1697, 2.897723
353, 93, 5882, 1697, 2.892934
353, 93, 5890, 1697, 2.894775
353, 93, 5898, 1697, 2.896614
353, 93, 5906, 1697, 2.898452
353, 93, 5915, 1697, 2.900648
353, 93, 5918, 1701, 2.902123
353, 93, 5923, 1701, 2.900791
353, 93, 5927, 1701, 2.901186
358, 93, 5938, 1701, 2.905891
358, 93, 5942, 1701, 2.906284
356, 93, 5948, 1701, 2.906676
356, 93, 5951, 1705, 2.908145
356, 93, 5960, 1705, 2.908244
356, 93, 5964, 1709, 2.910068
356, 93, 5967, 1713, 2.908408
356, 93, 5974, 1717, 2.909221
356, 93, 5981, 1717, 2.902387
356, 93, 5988, 1722, 2.905627
356, 93, 5991, 1726, 2.895745
359, 93, 5996, 1731, 2.897272
359, 93, 6003, 1731, 2.893602
364, 91, 6008, 1735, 2.896820
364, 91, 6013, 1735, 2.892454
364, 91, 6017, 1735, 2.892845
364, 91, 6023, 1735, 2.893939
364, 91, 6026, 1739, 2.895386
364, 91, 6029, 1743, 2.894792
364, 91, 6034, 1743, 2.893497
364, 91, 6040, 1748, 2.896346
364, 91, 6044, 1751, 2.891693
364, 91, 6051, 1755, 2.891495
364, 91, 6057, 1755, 2.884508
364, 91, 6061, 1755, 2.884897
364, 91, 6065, 1755, 2.885286
364, 91, 6069, 1760, 2.887417
364, 91, 6073, 1763, 2.885834
364, 91, 6077, 1768, 2.883947
364, 91, 6081, 1772, 2.882720
365, 91, 6093, 1777, 2.883963
365, 91, 6101, 1777, 2.869835
365, 91, 6106, 1777, 2.870568
365, 91, 6111, 1777, 2.871301
365, 91, 6116, 1777, 2.872033
365, 91, 6122, 1777, 2.873109
365, 91, 6126, 1780, 2.874527
365, 91, 6132, 1780, 2.871654
365, 91, 6135, 1785, 2.873413
365, 91, 6138, 1789, 2.872858
365, 91, 6143, 1793, 2.872989
365, 91, 6148, 1793, 2.868808
365, 91, 6154, 1793, 2.869877
365, 91, 6159, 1796, 2.871629
365, 91, 6162, 1799, 2.867802
365, 91, 6167, 1803, 2.867937
365, 91, 6172, 1806, 2.864810
365, 91, 6176, 1811, 2.862034
365, 91, 6181, 1811, 2.859851
365, 91, 6185, 1811, 2.860237
365, 91, 6190, 1811, 2.860961
365, 91, 6196, 1811, 2.862022
365, 91, 6201, 1811, 2.862745
365, 91, 6207, 1811, 2.863805
365, 91, 6212, 1811, 2.864527
365, 91, 6215, 1815, 2.865924
365, 91, 6218, 1818, 2.865047
368, 89, 6221, 1826, 2.866195
368, 89, 6227, 1826, 2.865320
368, 89, 6232, 1826, 2.866038
368, 89, 6238, 1826, 2.867093
368, 89, 6242, 1830, 2.868819
368, 89, 6246, 1835, 2.867988
368, 89, 6253, 1839, 2.867830
368, 89, 6260, 1839, 2.862496
368, 89, 6263, 1844, 2.864214
368, 89, 6268, 1844, 2.863014
368, 89, 6273, 1844, 2.863727
368, 89, 6278, 1844, 2.864441
368, 89, 6283, 1848, 2.866489
368, 89, 6286, 1853, 2.863424
368, 89, 6289, 1858, 2.863228
368, 89, 6294, 1858, 2.862035
368, 89, 6297, 1863, 2.863742
368, 89, 6304, 1866, 2.864210
368, 89, 6311, 1871, 2.857757
368, 89, 6318, 1871, 2.851583
368, 89, 6321, 1874, 2.852621
368, 89, 6326, 1874, 2.851449
368, 89, 6329, 1877, 2.852486
368, 89, 6333, 1877, 2.850987
368, 89, 6339, 1881, 2.853338
368, 89, 6343, 1885, 2.849409
366, 89, 6353, 1888, 2.848346
366, 89, 6356, 1891, 2.836375
366, 89, 6363, 1894, 2.836861
366, 89, 6367, 1897, 2.831764
366, 89, 6371, 1901, 2.830684
366, 89, 6377, 1901, 2.828960
366, 89, 6383, 1901, 2.829987
363, 91, 6386, 1905, 2.831013
363, 91, 6390, 1909, 2.830854
363, 91, 6396, 1913, 2.829512
363, 91, 6399, 1916, 2.825064
363, 91, 6404, 1920, 2.825233
363, 91, 6408, 1923, 2.822037
363, 91, 6415, 1923, 2.820661
363, 91, 6421, 1923, 2.821681
363, 91, 6426, 1923, 2.822379
363, 91, 6429, 1927, 2.823718
363, 91, 6434, 1927, 2.822606
363, 91, 6439, 1927, 2.823303
363, 91, 6444, 1927, 2.824000
363, 91, 6450, 1927, 2.825016
363, 91, 6457, 1931, 2.827630
363, 91, 6460, 1935, 2.821747
363, 91, 6467, 1935, 2.821281
363, 91, 6470, 1940, 2.822930
363, 91, 6474, 1943, 2.822463
363, 91, 6480, 1943, 2.819886
363, 91, 6485, 1943, 2.820578
363, 91, 6489, 1943, 2.820952
363, 91, 6492, 1947, 2.822279
363, 91, 6498, 1950, 2.822448
363, 91, 6502, 1953, 2.818412
363, 91, 6505, 1957, 2.816172
363, 91, 6509, 1961, 2.816030
363, 91, 6513, 1965, 2.815002
363, 91, 6520, 1969, 2.814920
363, 91, 6525, 1969, 2.808537
363, 91, 6530, 1969, 2.809225
363, 91, 6534, 1973, 2.810853
363, 91, 6542, 1973, 2.809837
363, 91, 6547, 1973, 2.810523
363, 91, 6553, 1973, 2.811522
363, 91, 6560, 1973, 2.812833
363, 91, 6564, 1976, 2.814143
363, 91, 6568, 1979, 2.811934
363, 91, 6572, 1983, 2.810920
363, 91, 6575, 1992, 2.810280
363, 91, 6582, 1996, 2.811080
363, 91, 6587, 1999, 2.805711
363, 91, 6591, 2003, 2.802974
363, 91, 6595, 2007, 2.801980
363, 91, 6601, 2011, 2.800741
363, 91, 6606, 2014, 2.795441
363, 91, 6612, 2014, 2.792128
363, 91, 6617, 2014, 2.792807
363, 91, 6621, 2018, 2.794407
363, 91, 6624, 2022, 2.793125
363, 91, 6628, 2026, 2.793008
363, 91, 6631, 2030, 2.790876
363, 91, 6635, 2034, 2.790762
363, 91, 6639, 2042, 2.791017
363, 91, 6643, 2046, 2.790052
363, 91, 6650, 2046, 2.788784
363, 91, 6654, 2050, 2.790372
363, 91, 6659, 2050, 2.787648
363, 91, 6664, 2050, 2.788321
363, 91, 6674, 2050, 2.790514
363, 91, 6678, 2050, 2.790881
363, 91, 6685, 2050, 2.792160
363, 91, 6690, 2050, 2.792831
360, 93, 6694, 2061, 2.796234
360, 93, 6700, 2066, 2.795331
360, 93, 6704, 2074, 2.791352
360, 93, 6707, 2078, 2.790094
360, 93, 6710, 2081, 2.789378
360, 93, 6713, 2084, 2.788664
360, 93, 6717, 2088, 2.788554
360, 93, 6724, 2088, 2.786466
360, 93, 6729, 2092, 2.788334
360, 93, 6738, 2092, 2.786014
360, 93, 6741, 2096, 2.787279
360, 93, 6746, 2100, 2.787470
360, 93, 6749, 2104, 2.784560
360, 93, 6753, 2108, 2.784454
360, 93, 6756, 2111, 2.782090
360, 93, 6762, 2111, 2.781390
360, 93, 6768, 2111, 2.782349
360, 93, 6775, 2114, 2.784501
360, 93, 6778, 2118, 2.777481
360, 93, 6782, 2121, 2.777085
360, 93, 6787, 2121, 2.774452
360, 93, 6793, 2121, 2.775407
360, 93, 6796, 2125, 2.776659
360, 93, 6803, 2125, 2.776265
360, 93, 6806, 2129, 2.777515
360, 93, 6810, 2129, 2.776234
360, 93, 6816, 2129, 2.777187
360, 93, 6821, 2129, 2.777843
360, 93, 6825, 2134, 2.779681
360, 93, 6828, 2138, 2.778466
366, 91, 6833, 2147, 2.781314
366, 91, 6839, 2151, 2.779347
366, 91, 6844, 2151, 2.773474
366, 91, 6848, 2155, 2.775007
366, 91, 6853, 2159, 2.774392
366, 91, 6858, 2159, 2.770986
366, 91, 6863, 2159, 2.771637
366, 91, 6867, 2163, 2.773166
366, 91, 6871, 2167, 2.772263
366, 91, 6874, 2171, 2.771070
366, 91, 6878, 2175, 2.770979
366, 91, 6882, 2179, 2.769276
365, 91, 6886, 2187, 2.769253
365, 91, 6889, 2191, 2.767266
365, 91, 6893, 2195, 2.767179
365, 91, 6898, 2195, 2.764621
365, 91, 6904, 2195, 2.765557
365, 91, 6907, 2199, 2.766782
373, 94, 6919, 2199, 2.771032
373, 94, 6926, 2203, 2.773410
373, 94, 6930, 2206, 2.766638
373, 94, 6937, 2206, 2.765468
373, 94, 6943, 2206, 2.766398
373, 94, 6948, 2206, 2.767041
373, 94, 6953, 2206, 2.767683
373, 94, 6956, 2210, 2.768899
373, 94, 6961, 2214, 2.769098
373, 94, 6970, 2214, 2.766915
373, 94, 6974, 2214, 2.767269
373, 94, 6982, 2214, 2.768768
373, 94, 6985, 2217, 2.769693
373, 94, 6990, 2217, 2.768746
373, 94, 6994, 2217, 2.769099
373, 94, 6999, 2217, 2.769737
373, 94, 7004, 2217, 2.770375
373, 94, 7007, 2220, 2.771298
373, 94, 7011, 2223, 2.770923
373, 94, 7015, 2226, 2.769757
373, 94, 7020, 2226, 2.768025
373, 94, 7024, 2230, 2.769516
373, 94, 7028, 2234, 2.767852
373, 94, 7033, 2241, 2.767330
373, 94, 7037, 2245, 2.764889
373, 94, 7040, 2250, 2.764023
373, 94, 7044, 2253, 2.763657
373, 94, 7050, 2253, 2.762228
373, 94, 7053, 2256, 2.763143
373, 94, 7057, 2256, 2.761932
373, 94, 7061, 2256, 2.762281
373, 94, 7067, 2256, 2.763195
373, 94, 7070, 2261, 2.764673
373, 94, 7075, 2265, 2.764872
373, 94, 7078, 2269, 2.762173
373, 94, 7083, 2269, 2.761249
373, 94, 7088, 2269, 2.761878
373, 94, 7091, 2273, 2.763069
373, 94, 7095, 2276, 2.762707
373, 94, 7100, 2280, 2.761357
373, 94, 7106, 2284, 2.759518
373, 94, 7110, 2288, 2.756357
373, 94, 7115, 2294, 2.755580
373, 94, 7118, 2298, 2.752925
373, 94, 7121, 2301, 2.752296
373, 94, 7127, 2307, 2.753337
373, 94, 7134, 2307, 2.749931
373, 94, 7137, 2311, 2.751110
373, 94, 7141, 2315, 2.751040
373, 94, 7147, 2319, 2.750762
373, 94, 7153, 2319, 2.747098
373, 94, 7156, 2323, 2.748273
373, 94, 7159, 2326, 2.747653
373, 94, 7163, 2330, 2.747586
373, 94, 7167, 2334, 2.746006
373, 94, 7173, 2334, 2.744634
373, 94, 7177, 2337, 2.745805
373, 94, 7181, 2341, 2.744231
373, 94, 7184, 2344, 2.742112
377, 100, 7186, 2349, 2.744518
377, 100, 7192, 2353, 2.745001
377, 100, 7199, 2353, 2.741662
377, 100, 7201, 2356, 2.742279
377, 100, 7206, 2356, 2.741398
377, 100, 7213, 2356, 2.742561
377, 100, 7217, 2359, 2.743723
377, 100, 7221, 2363, 2.742912
377, 100, 7223, 2367, 2.741558
377, 100, 7228, 2367, 2.740680
377, 100, 7234, 2367, 2.741567
377, 100, 7240, 2367, 2.742453
377, 100, 7244, 2371, 2.743883
377, 100, 7253, 2376, 2.744704
377, 100, 7259, 2380, 2.735533
377, 100, 7261, 2385, 2.732254
377, 100, 7267, 2385, 2.731661
377, 100, 7273, 2385, 2.732542
377, 100, 7277, 2388, 2.733693
377, 100, 7282, 2391, 2.732903
377, 100, 7286, 2395, 2.730645
377, 100, 7290, 2399, 2.729128
376, 94, 7294, 2403, 2.726468
377, 100, 7296, 2407, 2.727029
377, 100, 7298, 2411, 2.726445
377, 100, 7303, 2415, 2.726665
377, 100, 7307, 2419, 2.724433
376, 94, 7311, 2422, 2.721526
376, 94, 7316, 2426, 2.721023
376, 94, 7322, 2429, 2.719074
376, 94, 7327, 2433, 2.716410
376, 94, 7332, 2436, 2.714210
377, 100, 7334, 2440, 2.713340
377, 100, 7336, 2443, 2.712510
377, 100, 7340, 2446, 2.712209
377, 100, 7344, 2449, 2.710478
383, 100, 7352, 2449, 2.711310
382, 94, 7356, 2452, 2.710596
382, 94, 7360, 2455, 2.709584
382, 94, 7366, 2455, 2.707599
381, 100, 7368, 2463, 2.710831
380, 94, 7372, 2467, 2.708957
381, 100, 7374, 2471, 2.709525
381, 100, 7380, 2475, 2.710016
381, 100, 7382, 2479, 2.706621
381, 100, 7384, 2483, 2.706067
381, 100, 7388, 2487, 2.706036
381, 100, 7393, 2490, 2.705299
381, 100, 7399, 2493, 2.703414
381, 100, 7406, 2497, 2.701353
381, 100, 7412, 2497, 2.695900
381, 100, 7414, 2501, 2.696757
381, 100, 7419, 2501, 2.695956
381, 100, 7423, 2505, 2.697331
381, 100, 7427, 2509, 2.696609
381, 100, 7429, 2512, 2.694416
381, 100, 7433, 2516, 2.694394
381, 100, 7435, 2519, 2.692903
381, 100, 7440, 2523, 2.693141
381, 100, 7444, 2527, 2.691040
381, 100, 7451, 2531, 2.690409
381, 100, 7461, 2535, 2.688478
381, 100, 7463, 2539, 2.678334
381, 100, 7467, 2546, 2.679091
381, 100, 7471, 2549, 2.678143
381, 100, 7477, 2553, 2.677280
378, 102, 7483, 2553, 2.673786
378, 102, 7488, 2553, 2.674377
378, 102, 7493, 2553, 2.674968
378, 102, 7500, 2553, 2.676067
378, 102, 7504, 2557, 2.677419
378, 102, 7508, 2561, 2.676053
378, 102, 7512, 2569, 2.676381
380, 94, 7516, 2573, 2.674177
372, 94, 7522, 2577, 2.671978
378, 102, 7524, 2581, 2.672305
372, 94, 7531, 2581, 2.668517
372, 94, 7536, 2581, 2.669105
372, 94, 7545, 2581, 2.670701
382, 100, 7547, 2587, 2.676078
372, 94, 7551, 2591, 2.672040
372, 94, 7558, 2594, 2.671867
382, 100, 7560, 2598, 2.672024
382, 100, 7562, 2601, 2.671267
382, 100, 7568, 2601, 2.670762
382, 100, 7573, 2601, 2.671346
382, 100, 7579, 2601, 2.672180
382, 100, 7581, 2604, 2.672764
382, 100, 7585, 2608, 2.672759
382, 100, 7589, 2612, 2.671418
382, 100, 7594, 2619, 2.671746
383, 100, 7598, 2622, 2.669743
383, 100, 7603, 2625, 2.669076
383, 100, 7610, 2625, 2.666833
383, 100, 7615, 2625, 2.667413
384, 100, 7617, 2631, 2.668988
384, 100, 7621, 2635, 2.668986
384, 100, 7627, 2641, 2.669315
384, 100, 7632, 2644, 2.665346
374, 94, 7638, 2648, 2.659906
384, 100, 7640, 2654, 2.661235
384, 100, 7642, 2658, 2.660745
384, 100, 7647, 2658, 2.660010
384, 100, 7654, 2658, 2.661080
383, 100, 7656, 2663, 2.661902
383, 100, 7662, 2663, 2.661413
383, 100, 7667, 2663, 2.661989
383, 100, 7673, 2663, 2.662811
383, 100, 7678, 2663, 2.663386
383, 100, 7684, 2667, 2.665191
383, 100, 7686, 2671, 2.662083
380, 102, 7691, 2677, 2.662577
380, 102, 7693, 2681, 2.659481
382, 102, 7697, 2684, 2.659731
