codes, ebits, ll_aht, d_aht, ratio
512, 107, 33945, 22682, 1.688623
512, 107, 33949, 22689, 1.688748
512, 107, 33953, 22693, 1.688685
512, 107, 33957, 22697, 1.688523
512, 107, 33960, 22701, 1.688430
512, 107, 33963, 22706, 1.688467
512, 107, 33966, 22710, 1.688524
512, 107, 33970, 22714, 1.688611
512, 107, 33975, 22718, 1.688527
512, 107, 33979, 22722, 1.688316
512, 107, 33987, 22722, 1.688203
512, 107, 33993, 22722, 1.688330
512, 107, 34003, 22722, 1.688575
512, 107, 34006, 22726, 1.688731
512, 107, 34017, 22726, 1.688906
512, 107, 34023, 22726, 1.689033
512, 107, 34026, 22730, 1.689189
512, 107, 34029, 22734, 1.689246
512, 107, 34034, 22738, 1.689312
512, 107, 34037, 22742, 1.689071
512, 107, 34042, 22746, 1.689186
512, 107, 34047, 22753, 1.689043
512, 107, 34050, 22757, 1.688752
512, 107, 34053, 22761, 1.688709
512, 107, 34056, 22764, 1.688737
512, 107, 34059, 22767, 1.688665
512, 107, 34068, 22767, 1.688780
512, 107, 34071, 22771, 1.688937
512, 107, 34080, 22771, 1.689003
512, 107, 34083, 22775, 1.689159
512, 107, 34086, 22780, 1.689245
512, 107, 34095, 22780, 1.689261
512, 107, 34105, 22780, 1.689505
511, 107, 34116, 22780, 1.689749
511, 107, 34125, 22780, 1.689964
511, 107, 34128, 22785, 1.690150
511, 107, 34131, 22789, 1.690107
511, 107, 34134, 22793, 1.690114
511, 107, 34137, 22798, 1.690101
511, 107, 34141, 22802, 1.690087
511, 107, 34144, 22809, 1.690083
511, 107, 34148, 22816, 1.690158
511, 107, 34153, 22820, 1.690026
511, 107, 34156, 22825, 1.689814
511, 107, 34161, 22829, 1.689830
511, 107, 34165, 22833, 1.689619
511, 107, 34170, 22837, 1.689585
511, 107, 34175, 22843, 1.689413
511, 107, 34178, 22847, 1.689172
511, 107, 34181, 22851, 1.689130
511, 107, 34185, 22855, 1.689117
511, 107, 34192, 22855, 1.688975
511, 107, 34195, 22859, 1.689131
511, 107, 34199, 22863, 1.689217
511, 107, 34208, 22863, 1.689184
511, 107, 34217, 22863, 1.689398
511, 107, 34222, 22868, 1.689641
511, 107, 34227, 22871, 1.689381
511, 107, 34232, 22874, 1.689170
511, 107, 34236, 22878, 1.688959
511, 107, 34240, 22882, 1.688798
511, 107, 34243, 22886, 1.688657
511, 107, 34250, 22886, 1.688664
511, 107, 34253, 22891, 1.688849
511, 107, 34258, 22895, 1.688964
511, 107, 34263, 22899, 1.688634
511, 107, 34267, 22903, 1.688276
511, 107, 34272, 22907, 1.688144
511, 107, 34279, 22911, 1.687923
511, 107, 34282, 22915, 1.687389
511, 107, 34285, 22919, 1.687347
511, 107, 34288, 22923, 1.687305
511, 107, 34291, 22927, 1.687361
511, 107, 34296, 22931, 1.687427
511, 107, 34306, 22931, 1.687177
511, 107, 34310, 22935, 1.687361
511, 107, 34313, 22939, 1.687270
511, 107, 34318, 22943, 1.687287
511, 107, 34323, 22947, 1.687008
511, 107, 34330, 22947, 1.686770
511, 107, 34333, 22951, 1.686925
511, 107, 34336, 22960, 1.687078
511, 107, 34340, 22964, 1.687114
511, 107, 34343, 22968, 1.687023
511, 107, 34347, 22972, 1.687060
511, 107, 34351, 22977, 1.686978
511, 107, 34355, 22981, 1.686818
511, 107, 34358, 22987, 1.686687
511, 107, 34361, 22991, 1.686645
511, 107, 34365, 22995, 1.686633
511, 107, 34368, 22999, 1.686542
511, 107, 34371, 23003, 1.686549
511, 107, 34377, 23003, 1.686528
511, 107, 34384, 23003, 1.686682
511, 107, 34389, 23007, 1.686895
511, 107, 34392, 23014, 1.686695
511, 107, 34395, 23018, 1.686653
511, 107, 34398, 23022, 1.686612
511, 107, 34402, 23029, 1.686686
511, 107, 34405, 23033, 1.686547
511, 107, 34409, 23037, 1.686583
511, 107, 34414, 23041, 1.686551
511, 107, 34417, 23047, 1.686273
520, 107, 34421, 23054, 1.686707
520, 107, 34424, 23058, 1.686568
520, 107, 34428, 23062, 1.686604
520, 107, 34431, 23066, 1.686513
520, 107, 34435, 23070, 1.686550
520, 107, 34438, 23074, 1.686459
520, 107, 34442, 23078, 1.686496
520, 107, 34447, 23082, 1.686414
520, 107, 34452, 23086, 1.686186
520, 107, 34455, 23090, 1.685949
520, 107, 34459, 23094, 1.685937
520, 107, 34465, 23098, 1.685885
520, 107, 34470, 23104, 1.685569
520, 107, 34475, 23108, 1.685292
520, 107, 34482, 23112, 1.685172
520, 107, 34485, 23116, 1.684594
520, 107, 34489, 23120, 1.684582
520, 107, 34493, 23124, 1.684424
520, 107, 34497, 23128, 1.684363
520, 107, 34501, 23132, 1.684253
520, 107, 34505, 23138, 1.684201
520, 107, 34510, 23142, 1.684169
520, 107, 34514, 23146, 1.683914
520, 107, 34517, 23150, 1.683824
520, 107, 34520, 23155, 1.683910
520, 107, 34527, 23159, 1.684081
520, 107, 34531, 23163, 1.683534
520, 107, 34534, 23167, 1.683396
520, 107, 34537, 23171, 1.683355
520, 107, 34547, 23171, 1.683450
520, 107, 34551, 23175, 1.683632
520, 107, 34555, 23178, 1.683494
520, 107, 34561, 23182, 1.683491
520, 107, 34565, 23186, 1.683042
520, 107, 34569, 23190, 1.682885
520, 107, 34573, 23194, 1.682824
520, 107, 34576, 23198, 1.682686
520, 107, 34580, 23202, 1.682772
520, 107, 34583, 23206, 1.682682
520, 107, 34587, 23210, 1.682719
520, 107, 34590, 23214, 1.682581
520, 107, 34595, 23218, 1.682695
520, 107, 34599, 23222, 1.682441
520, 107, 34606, 23226, 1.682467
520, 107, 34610, 23230, 1.681971
520, 107, 34613, 23236, 1.681891
520, 107, 34618, 23240, 1.681957
520, 107, 34622, 23245, 1.681780
520, 107, 34626, 23249, 1.681624
520, 107, 34630, 23253, 1.681563
520, 107, 34634, 23257, 1.681503
520, 107, 34637, 23261, 1.681415
520, 107, 34642, 23265, 1.681480
520, 107, 34646, 23269, 1.681227
520, 107, 34651, 23273, 1.681147
520, 107, 34656, 23277, 1.680971
520, 107, 34661, 23281, 1.680651
520, 107, 34665, 23285, 1.680398
520, 107, 34668, 23289, 1.680310
520, 107, 34673, 23293, 1.680327
520, 107, 34677, 23297, 1.680026
520, 107, 34681, 23301, 1.679967
520, 107, 34686, 23305, 1.679936
520, 107, 34692, 23309, 1.679741
520, 107, 34696, 23313, 1.679297
520, 107, 34701, 23317, 1.679170
520, 107, 34706, 23321, 1.678947
520, 107, 34710, 23327, 1.678704
520, 107, 34713, 23331, 1.678520
520, 107, 34717, 23335, 1.678557
520, 107, 34720, 23340, 1.678450
520, 107, 34723, 23343, 1.678477
520, 107, 34726, 23347, 1.678438
520, 107, 34730, 23351, 1.678474
520, 107, 34734, 23356, 1.678348
520, 107, 34738, 23360, 1.678241
520, 107, 34743, 23364, 1.678114
520, 107, 34746, 23369, 1.677768
520, 107, 34750, 23374, 1.677833
520, 107, 34753, 23377, 1.677717
520, 107, 34756, 23381, 1.677725
520, 107, 34759, 23385, 1.677781
520, 107, 34764, 23389, 1.677847
520, 107, 34767, 23393, 1.677615
520, 107, 34775, 23393, 1.677604
520, 107, 34778, 23399, 1.677813
520, 107, 34783, 23404, 1.677955
520, 107, 34787, 23409, 1.677685
520, 107, 34791, 23415, 1.677588
520, 107, 34796, 23419, 1.677509
520, 107, 34800, 23423, 1.677307
520, 107, 34804, 23429, 1.677210
520, 107, 34807, 23435, 1.677132
520, 107, 34810, 23441, 1.677245
520, 107, 34814, 23444, 1.677301
520, 107, 34818, 23448, 1.677242
520, 107, 34821, 23452, 1.677107
520, 107, 34828, 23452, 1.677115
520, 107, 34831, 23456, 1.677267
520, 107, 34834, 23460, 1.677323
520, 107, 34837, 23467, 1.677369
520, 107, 34840, 23471, 1.677425
520, 107, 34844, 23476, 1.677442
520, 107, 34848, 23480, 1.677288
520, 107, 34854, 23485, 1.677315
520, 107, 34859, 23491, 1.677008
520, 107, 34862, 23497, 1.676834
520, 107, 34865, 23503, 1.676899
520, 107, 34868, 23507, 1.676955
520, 107, 34872, 23511, 1.676992
520, 107, 34876, 23515, 1.676934
520, 107, 34880, 23520, 1.676856
520, 107, 34886, 23524, 1.676759
520, 107, 34890, 23528, 1.676319
520, 107, 34893, 23532, 1.676185
520, 107, 34898, 23536, 1.676250
516, 109, 34907, 23536, 1.676021
516, 109, 34913, 23536, 1.676143
516, 109, 34920, 23536, 1.676295
516, 109, 34923, 23540, 1.676446
516, 109, 34926, 23544, 1.676501
516, 109, 34929, 23548, 1.676557
516, 109, 34937, 23548, 1.676642
516, 109, 34944, 23548, 1.676793
516, 109, 34948, 23553, 1.677000
516, 109, 34957, 23553, 1.676923
516, 109, 34960, 23557, 1.677074
516, 109, 34963, 23561, 1.677034
516, 109, 34966, 23567, 1.677099
516, 109, 34970, 23571, 1.677136
516, 109, 34975, 23575, 1.677106
516, 109, 34979, 23579, 1.676905
516, 109, 34984, 23585, 1.676931
516, 109, 34989, 23591, 1.676768
520, 107, 34994, 23594, 1.676624
520, 107, 34998, 23600, 1.676480
520, 107, 35003, 23604, 1.676450
520, 107, 35007, 23608, 1.676202
520, 107, 35011, 23612, 1.676144
520, 107, 35015, 23616, 1.676085
520, 107, 35019, 23620, 1.675980
516, 109, 35024, 23623, 1.675865
516, 109, 35029, 23627, 1.675646
516, 109, 35032, 23630, 1.675295
516, 109, 35036, 23634, 1.675331
516, 109, 35041, 23639, 1.675282
516, 109, 35045, 23643, 1.674988
516, 109, 35049, 23646, 1.674902
516, 109, 35054, 23650, 1.674825
516, 109, 35059, 23656, 1.674615
516, 109, 35065, 23660, 1.674472
516, 109, 35069, 23664, 1.674037
516, 109, 35072, 23668, 1.673904
516, 109, 35075, 23672, 1.673865
516, 109, 35084, 23672, 1.673883
516, 109, 35087, 23676, 1.674033
516, 109, 35090, 23680, 1.674042
516, 109, 35095, 23684, 1.674154
516, 109, 35099, 23688, 1.673955
516, 109, 35102, 23694, 1.673925
516, 109, 35107, 23698, 1.673990
516, 109, 35111, 23701, 1.673622
516, 109, 35116, 23705, 1.673592
516, 109, 35120, 23709, 1.673394
516, 109, 35125, 23713, 1.673317
516, 109, 35129, 23717, 1.673072
516, 109, 35137, 23721, 1.673127
516, 109, 35142, 23725, 1.672439
516, 109, 35147, 23729, 1.672222
516, 109, 35153, 23733, 1.672080
516, 109, 35156, 23737, 1.671666
516, 109, 35160, 23741, 1.671750
516, 109, 35168, 23745, 1.671711
516, 109, 35172, 23749, 1.670904
516, 109, 35177, 23755, 1.670837
516, 109, 35180, 23761, 1.670574
516, 109, 35186, 23764, 1.670593
516, 109, 35192, 23768, 1.670217
516, 109, 35195, 23773, 1.669833
516, 109, 35198, 23777, 1.669842
516, 109, 35201, 23781, 1.669804
516, 109, 35204, 23787, 1.669822
516, 109, 35208, 23791, 1.669906
516, 109, 35216, 23796, 1.669896
516, 109, 35225, 23796, 1.669260
516, 109, 35231, 23796, 1.669381
516, 109, 35242, 23796, 1.669642
520, 107, 35248, 23796, 1.669820
520, 107, 35254, 23796, 1.669941
520, 107, 35257, 23800, 1.670090
520, 107, 35262, 23806, 1.670211
520, 107, 35265, 23810, 1.669986
520, 107, 35273, 23815, 1.670116
520, 107, 35277, 23821, 1.669182
520, 107, 35280, 23824, 1.669070
520, 107, 35283, 23828, 1.669032
520, 107, 35292, 23828, 1.669050
520, 107, 35296, 23834, 1.669283
520, 107, 35299, 23837, 1.669078
520, 107, 35302, 23841, 1.669040
520, 107, 35306, 23844, 1.669049
519, 107, 35317, 23849, 1.669142
519, 107, 35321, 23855, 1.668117
519, 107, 35324, 23861, 1.668043
519, 107, 35327, 23865, 1.668005
519, 107, 35330, 23869, 1.668014
519, 107, 35336, 23873, 1.668061
519, 107, 35343, 23873, 1.667651
519, 107, 35346, 23877, 1.667800
519, 107, 35349, 23881, 1.667809
519, 107, 35353, 23885, 1.667893
519, 107, 35356, 23891, 1.667865
519, 107, 35360, 23895, 1.667855
519, 107, 35363, 23899, 1.667678
519, 107, 35366, 23903, 1.667688
519, 107, 35370, 23907, 1.667771
519, 107, 35375, 23911, 1.667697
519, 107, 35378, 23915, 1.667335
519, 107, 35382, 23921, 1.667381
519, 107, 35385, 23926, 1.667232
519, 107, 35389, 23930, 1.667269
519, 107, 35393, 23934, 1.667214
519, 107, 35397, 23938, 1.667158
523, 105, 35402, 23941, 1.667158
523, 105, 35408, 23945, 1.667019
523, 105, 35417, 23945, 1.666620
523, 105, 35420, 23949, 1.666769
523, 105, 35424, 23953, 1.666759
523, 105, 35427, 23958, 1.666657
523, 105, 35431, 23964, 1.666796
523, 105, 35434, 23970, 1.666676
523, 105, 35438, 23975, 1.666787
523, 105, 35442, 23980, 1.666713
523, 105, 35447, 23986, 1.666648
523, 105, 35451, 23993, 1.666537
523, 105, 35455, 23998, 1.666509
523, 105, 35459, 24005, 1.666537
523, 105, 35464, 24010, 1.666445
523, 105, 35472, 24014, 1.666316
523, 105, 35476, 24020, 1.665669
523, 105, 35480, 24026, 1.665669
523, 105, 35492, 24031, 1.665771
523, 105, 35500, 24035, 1.664444
523, 105, 35503, 24038, 1.663644
523, 105, 35506, 24041, 1.663626
523, 105, 35510, 24044, 1.663681
523, 105, 35517, 24044, 1.663599
523, 105, 35520, 24048, 1.663746
523, 105, 35523, 24051, 1.663774
523, 105, 35527, 24055, 1.663765
523, 105, 35530, 24060, 1.663710
523, 105, 35533, 24064, 1.663720
523, 105, 35538, 24069, 1.663812
523, 105, 35542, 24074, 1.663601
523, 105, 35546, 24078, 1.663501
523, 105, 35550, 24082, 1.663446
523, 105, 35557, 24085, 1.663401
523, 105, 35562, 24089, 1.662915
523, 105, 35567, 24095, 1.662714
523, 105, 35572, 24099, 1.662458
523, 105, 35577, 24103, 1.662247
523, 105, 35581, 24107, 1.662010
523, 105, 35586, 24111, 1.661937
523, 105, 35589, 24114, 1.661599
523, 105, 35594, 24118, 1.661664
523, 105, 35599, 24122, 1.661363
523, 105, 35602, 24127, 1.661080
523, 105, 35609, 24131, 1.661200
523, 105, 35613, 24135, 1.660689
523, 105, 35616, 24139, 1.660516
523, 105, 35620, 24143, 1.660599
523, 105, 35623, 24147, 1.660517
523, 105, 35626, 24152, 1.660509
523, 105, 35629, 24156, 1.660519
523, 105, 35632, 24160, 1.660574
523, 105, 35636, 24166, 1.660667
523, 105, 35639, 24170, 1.660540
523, 105, 35643, 24175, 1.660604
526, 111, 35654, 24182, 1.661027
526, 111, 35662, 24187, 1.659743
526, 111, 35668, 24193, 1.659161
526, 111, 35676, 24198, 1.658881
526, 111, 35682, 24204, 1.658119
526, 111, 35685, 24208, 1.657720
526, 111, 35691, 24208, 1.657703
526, 111, 35695, 24214, 1.657931
526, 111, 35702, 24218, 1.657915
526, 111, 35705, 24222, 1.657426
526, 111, 35710, 24226, 1.657445
526, 111, 35713, 24230, 1.657183
526, 111, 35716, 24234, 1.657239
526, 111, 35720, 24240, 1.657286
526, 111, 35723, 24244, 1.657205
526, 111, 35728, 24248, 1.657270
526, 111, 35732, 24252, 1.657081
526, 111, 35737, 24256, 1.657055
526, 111, 35742, 24262, 1.656948
526, 111, 35745, 24266, 1.656597
526, 111, 35748, 24270, 1.656562
526, 111, 35753, 24273, 1.656599
526, 111, 35760, 24277, 1.656447
526, 111, 35763, 24281, 1.655870
526, 111, 35766, 24285, 1.655880
526, 111, 35772, 24291, 1.656027
526, 111, 35780, 24294, 1.655739
526, 111, 35790, 24294, 1.655109
526, 111, 35794, 24298, 1.655282
526, 111, 35799, 24302, 1.655257
526, 111, 35802, 24306, 1.654997
526, 111, 35806, 24309, 1.655007
526, 111, 35811, 24313, 1.654892
526, 111, 35815, 24319, 1.654758
526, 111, 35819, 24322, 1.654634
526, 111, 35828, 24322, 1.654563
526, 111, 35838, 24322, 1.654790
526, 111, 35847, 24322, 1.654990
526, 111, 35850, 24325, 1.655109
526, 111, 35853, 24329, 1.655074
526, 111, 35860, 24329, 1.655084
526, 111, 35863, 24333, 1.655230
526, 111, 35866, 24337, 1.655285
526, 111, 35871, 24341, 1.655305
526, 111, 35874, 24345, 1.655090
526, 111, 35878, 24349, 1.655082
526, 111, 35882, 24353, 1.655030
526, 111, 35885, 24357, 1.654950
526, 111, 35889, 24362, 1.654970
526, 111, 35896, 24362, 1.654800
526, 111, 35903, 24362, 1.654946
526, 111, 35906, 24366, 1.655091
526, 111, 35909, 24370, 1.655146
526, 111, 35915, 24370, 1.655129
526, 111, 35918, 24374, 1.655275
526, 111, 35921, 24378, 1.655330
526, 111, 35924, 24382, 1.655385
526, 111, 35927, 24385, 1.655413
526, 111, 35930, 24389, 1.655378
526, 111, 35934, 24393, 1.655461
526, 111, 35938, 24397, 1.655408
526, 111, 35947, 24397, 1.655383
526, 111, 35956, 24397, 1.655582
526, 111, 35963, 24403, 1.655890
526, 111, 35968, 24407, 1.655416
526, 111, 35971, 24411, 1.655112
526, 111, 35975, 24415, 1.655104
526, 111, 35983, 24420, 1.655142
526, 111, 35986, 24424, 1.654480
526, 111, 35991, 24429, 1.654572
526, 111, 35994, 24433, 1.654313
526, 111, 36000, 24438, 1.654387
526, 111, 36003, 24444, 1.654003
526, 111, 36006, 24448, 1.653969
526, 111, 36011, 24451, 1.654006
526, 111, 36017, 24455, 1.653829
526, 111, 36020, 24461, 1.653491
526, 111, 36025, 24465, 1.653511
526, 111, 36034, 24465, 1.653352
526, 111, 36037, 24469, 1.653497
526, 111, 36040, 24473, 1.653552
526, 111, 36043, 24479, 1.653661
526, 111, 36046, 24484, 1.653743
526, 111, 36051, 24488, 1.653852
526, 111, 36054, 24492, 1.653550
526, 111, 36058, 24497, 1.653570
526, 111, 36062, 24501, 1.653518
526, 111, 36066, 24507, 1.653520
526, 111, 36070, 24511, 1.653468
526, 111, 36074, 24516, 1.653354
526, 111, 36077, 24520, 1.653186
526, 111, 36080, 24526, 1.653206
526, 111, 36083, 24530, 1.653216
526, 111, 36087, 24534, 1.653209
526, 111, 36091, 24537, 1.653085
526, 111, 36096, 24541, 1.652971
526, 111, 36099, 24545, 1.652670
526, 111, 36108, 24545, 1.652734
522, 113, 36117, 24545, 1.652879
522, 113, 36126, 24545, 1.653077
522, 113, 36131, 24549, 1.653275
522, 113, 36140, 24549, 1.653072
522, 113, 36145, 24553, 1.653270
522, 113, 36149, 24557, 1.653040
522, 113, 36152, 24561, 1.652872
522, 113, 36156, 24565, 1.652909
522, 113, 36160, 24569, 1.652769
522, 113, 36164, 24575, 1.652727
522, 113, 36168, 24579, 1.652675
522, 113, 36171, 24583, 1.652552
522, 113, 36174, 24587, 1.652518
522, 113, 36178, 24590, 1.652484
522, 113, 36183, 24596, 1.652424
522, 113, 36187, 24600, 1.652195
522, 113, 36191, 24604, 1.652055
522, 113, 36195, 24609, 1.651986
522, 113, 36199, 24613, 1.651845
522, 113, 36202, 24617, 1.651767
522, 113, 36205, 24621, 1.651822
522, 113, 36208, 24625, 1.651788
522, 113, 36211, 24629, 1.651843
522, 113, 36216, 24633, 1.651908
522, 113, 36221, 24637, 1.651750
522, 113, 36225, 24641, 1.651521
522, 113, 36230, 24645, 1.651453
522, 113, 36236, 24645, 1.651170
522, 113, 36244, 24645, 1.651341
522, 113, 36252, 24645, 1.651511
522, 113, 36255, 24649, 1.651655
522, 113, 36259, 24653, 1.651736
522, 113, 36262, 24657, 1.651658
522, 113, 36265, 24661, 1.651669
526, 111, 36271, 24661, 1.651662
526, 111, 36274, 24665, 1.651805
526, 111, 36277, 24669, 1.651860
526, 111, 36280, 24675, 1.651924
526, 111, 36283, 24678, 1.651952
526, 111, 36286, 24682, 1.651963
526, 111, 36290, 24686, 1.652000
526, 111, 36294, 24690, 1.651905
526, 111, 36297, 24694, 1.651738
526, 111, 36301, 24698, 1.651775
526, 111, 36305, 24702, 1.651636
526, 111, 36309, 24706, 1.651540
526, 111, 36313, 24710, 1.651445
526, 111, 36316, 24714, 1.651279
526, 111, 36322, 24718, 1.651325
526, 111, 36328, 24722, 1.651018
526, 111, 36331, 24726, 1.650631
526, 111, 36336, 24730, 1.650651
526, 111, 36339, 24734, 1.650353
526, 111, 36342, 24738, 1.650320
526, 111, 36349, 24738, 1.650330
526, 111, 36353, 24742, 1.650500
526, 111, 36357, 24746, 1.650449
526, 111, 36360, 24752, 1.650425
526, 111, 36363, 24756, 1.650392
526, 111, 36366, 24759, 1.650375
526, 111, 36371, 24763, 1.650395
526, 111, 36375, 24767, 1.650212
526, 111, 36380, 24770, 1.650162
526, 111, 36383, 24776, 1.649961
526, 111, 36386, 24780, 1.649928
526, 111, 36391, 24784, 1.649948
526, 111, 36394, 24788, 1.649694
526, 111, 36398, 24791, 1.649661
526, 111, 36403, 24795, 1.649593
526, 111, 36407, 24800, 1.649349
526, 111, 36410, 24804, 1.649272
526, 111, 36413, 24808, 1.649327
526, 111, 36416, 24812, 1.649337
526, 111, 36420, 24816, 1.649375
526, 111, 36424, 24822, 1.649334
526, 111, 36427, 24827, 1.649239
526, 111, 36432, 24831, 1.649259
526, 111, 36437, 24835, 1.649060
526, 111, 36444, 24835, 1.648807
526, 111, 36447, 24839, 1.648949
526, 111, 36450, 24843, 1.649004
526, 111, 36455, 24847, 1.649068
526, 111, 36458, 24851, 1.648859
526, 111, 36463, 24857, 1.648933
526, 111, 36467, 24861, 1.648663
526, 111, 36472, 24865, 1.648595
526, 111, 36478, 24869, 1.648423
526, 111, 36483, 24875, 1.648102
526, 111, 36487, 24878, 1.647806
526, 111, 36490, 24881, 1.647703
526, 111, 36493, 24885, 1.647714
526, 111, 36497, 24889, 1.647707
526, 111, 36500, 24893, 1.647631
526, 111, 36506, 24897, 1.647677
526, 111, 36510, 24901, 1.647321
526, 111, 36514, 24907, 1.647324
526, 111, 36519, 24911, 1.647213
526, 111, 36524, 24915, 1.647015
526, 111, 36527, 24920, 1.646703
526, 111, 36530, 24924, 1.646758
526, 111, 36535, 24928, 1.646822
526, 111, 36539, 24932, 1.646597
526, 111, 36542, 24936, 1.646434
526, 111, 36545, 24940, 1.646445
526, 111, 36548, 24943, 1.646473
526, 111, 36553, 24947, 1.646537
526, 111, 36559, 24950, 1.646339
526, 111, 36563, 24955, 1.646010
526, 111, 36566, 24959, 1.645847
526, 111, 36570, 24963, 1.645885
526, 111, 36573, 24967, 1.645765
526, 111, 36580, 24967, 1.645820
526, 111, 36583, 24970, 1.645935
526, 111, 36587, 24974, 1.645929
494, 119, 36590, 24978, 1.645218
494, 119, 36593, 24982, 1.645142
494, 119, 36596, 24986, 1.645196
494, 119, 36599, 24989, 1.645224
494, 119, 36602, 24992, 1.645122
494, 119, 36606, 24995, 1.645177
494, 119, 36610, 24999, 1.645084
494, 119, 36613, 25003, 1.644964
494, 119, 36616, 25007, 1.644888
494, 119, 36619, 25011, 1.644813
494, 119, 36622, 25015, 1.644737
494, 119, 36625, 25019, 1.644791
494, 119, 36628, 25023, 1.644759
494, 119, 36631, 25027, 1.644683
494, 119, 36634, 25031, 1.644694
494, 119, 36638, 25035, 1.644689
494, 119, 36647, 25035, 1.644579
494, 119, 36654, 25035, 1.644720
494, 119, 36657, 25039, 1.644862
494, 119, 36664, 25039, 1.644916
494, 119, 36670, 25039, 1.645031
488, 121, 36679, 25039, 1.645120
488, 121, 36688, 25039, 1.645314
488, 121, 36691, 25042, 1.645429
488, 121, 36694, 25045, 1.645413
488, 121, 36697, 25049, 1.645381
488, 121, 36700, 25054, 1.645462
488, 121, 36703, 25059, 1.645543
488, 121, 36706, 25063, 1.645554
488, 121, 36710, 25069, 1.645644
488, 121, 36715, 25073, 1.645534
488, 121, 36722, 25073, 1.645198
488, 121, 36725, 25077, 1.645339
488, 121, 36728, 25081, 1.645393
488, 121, 36731, 25086, 1.645474
488, 121, 36734, 25090, 1.645442
488, 121, 36738, 25095, 1.645506
488, 121, 36741, 25099, 1.645343
488, 121, 36744, 25102, 1.645371
488, 121, 36747, 25106, 1.645296
488, 121, 36750, 25110, 1.645263
488, 121, 36753, 25116, 1.645240
488, 121, 36756, 25120, 1.645165
488, 121, 36759, 25126, 1.645142
488, 121, 36765, 25132, 1.645284
488, 121, 36773, 25136, 1.645037
488, 121, 36781, 25142, 1.644627
488, 121, 36784, 25146, 1.643903
488, 121, 36789, 25151, 1.643993
488, 121, 36792, 25157, 1.643841
488, 121, 36798, 25157, 1.643869
488, 121, 36801, 25161, 1.644009
488, 121, 36804, 25167, 1.643987
488, 121, 36814, 25167, 1.644077
488, 121, 36820, 25167, 1.644191
488, 121, 36829, 25167, 1.644384
488, 121, 36833, 25171, 1.644551
488, 121, 36836, 25175, 1.644390
488, 121, 36839, 25179, 1.644444
488, 121, 36842, 25183, 1.644498
488, 121, 36845, 25187, 1.644552
488, 121, 36848, 25191, 1.644563
488, 121, 36853, 25195, 1.644584
488, 121, 36858, 25199, 1.644302
488, 121, 36861, 25203, 1.643968
488, 121, 36864, 25207, 1.643936
488, 121, 36867, 25211, 1.643861
488, 121, 36870, 25215, 1.643829
488, 121, 36877, 25215, 1.643883
488, 121, 36880, 25221, 1.644076
488, 121, 36883, 25225, 1.644087
488, 121, 36886, 25231, 1.644065
488, 121, 36889, 25234, 1.644093
488, 121, 36892, 25238, 1.644061
488, 121, 36896, 25242, 1.644012
488, 121, 36899, 25246, 1.643894
488, 121, 36902, 25253, 1.643983
488, 121, 36906, 25257, 1.644064
488, 121, 36911, 25263, 1.644050
488, 121, 36916, 25267, 1.643899
488, 121, 36921, 25271, 1.643704
488, 121, 36925, 25277, 1.643536
488, 121, 36928, 25281, 1.643375
488, 121, 36931, 25284, 1.643317
488, 121, 36934, 25288, 1.643328
488, 121, 36937, 25294, 1.643348
488, 121, 36940, 25299, 1.643343
488, 121, 36943, 25303, 1.643354
488, 121, 36946, 25308, 1.643348
488, 121, 36951, 25313, 1.643352
488, 121, 36954, 25317, 1.643105
488, 121, 36957, 25321, 1.643159
488, 121, 36960, 25325, 1.643214
488, 121, 36963, 25329, 1.643268
488, 121, 36966, 25333, 1.643322
488, 121, 36974, 25337, 1.643463
488, 121, 36981, 25337, 1.642917
488, 121, 36984, 25341, 1.643057
488, 121, 36993, 25341, 1.643163
488, 121, 36996, 25347, 1.643355
488, 121, 37005, 25347, 1.643461
488, 121, 37012, 25347, 1.643601
488, 121, 37015, 25351, 1.643741
488, 121, 37019, 25355, 1.643821
488, 121, 37022, 25359, 1.643703
488, 121, 37026, 25363, 1.643698
488, 121, 37029, 25367, 1.643580
488, 121, 37032, 25373, 1.643686
488, 121, 37036, 25376, 1.643612
488, 121, 37044, 25376, 1.643477
488, 121, 37047, 25380, 1.643617
488, 121, 37050, 25385, 1.643568
488, 121, 37053, 25390, 1.643648
488, 121, 37056, 25396, 1.643626
488, 121, 37059, 25400, 1.643637
488, 121, 37062, 25404, 1.643648
488, 121, 37065, 25409, 1.643600
488, 121, 37069, 25413, 1.643594
488, 121, 37072, 25417, 1.643477
488, 121, 37075, 25421, 1.643531
488, 121, 37078, 25425, 1.643584
488, 121, 37081, 25429, 1.643638
488, 121, 37084, 25434, 1.643590
488, 121, 37087, 25438, 1.643644
488, 121, 37092, 25443, 1.643690
488, 121, 37095, 25447, 1.643487
488, 121, 37100, 25451, 1.643465
488, 121, 37103, 25457, 1.643314
488, 121, 37106, 25461, 1.643325
488, 121, 37109, 25465, 1.643379
488, 121, 37113, 25468, 1.643433
488, 121, 37120, 25468, 1.643316
488, 121, 37123, 25472, 1.643455
488, 121, 37126, 25476, 1.643509
488, 121, 37129, 25480, 1.643477
488, 121, 37133, 25483, 1.643488
488, 121, 37136, 25489, 1.643423
488, 121, 37141, 25493, 1.643529
488, 121, 37146, 25496, 1.643353
488, 121, 37149, 25500, 1.643150
488, 121, 37153, 25503, 1.643076
488, 121, 37158, 25507, 1.642968
