bytes, codes, ebits, ll_aht, d_aht, ratio
888, 591, 108, 5083, 39, 6.555180
889, 591, 108, 5091, 39, 6.556805
890, 600, 108, 5097, 39, 6.566292
894, 600, 108, 5105, 41, 6.548098
895, 596, 108, 5112, 41, 6.544134
896, 596, 108, 5119, 41, 6.544643
897, 596, 108, 5125, 41, 6.544036
898, 596, 108, 5133, 41, 6.545657
899, 596, 108, 5140, 41, 6.546162
909, 595, 108, 5151, 43, 6.487349
910, 591, 112, 5158, 43, 6.487912
911, 591, 112, 5167, 43, 6.490670
912, 591, 112, 5174, 43, 6.491228
924, 591, 112, 5182, 44, 6.416667
925, 591, 112, 5189, 44, 6.417297
933, 590, 112, 5200, 45, 6.374062
936, 590, 112, 5207, 46, 6.362179
937, 588, 112, 5216, 46, 6.362860
945, 588, 112, 5225, 47, 6.319577
946, 587, 112, 5236, 47, 6.323467
947, 587, 112, 5242, 47, 6.323126
954, 586, 112, 5253, 48, 6.288260
960, 586, 112, 5261, 49, 6.258333
1035, 592, 114, 5272, 50, 5.824155
1036, 592, 114, 5279, 50, 5.825290
1037, 588, 114, 5286, 50, 5.822565
1038, 588, 114, 5295, 50, 5.825626
1044, 588, 114, 5302, 51, 5.799808
1045, 588, 114, 5309, 51, 5.800957
1046, 588, 114, 5316, 51, 5.802103
1047, 588, 114, 5324, 51, 5.804202
1060, 589, 112, 5335, 52, 5.743396
1061, 589, 112, 5343, 52, 5.745523
1062, 589, 112, 5351, 52, 5.747646
1063, 589, 112, 5358, 52, 5.748824
1064, 589, 112, 5366, 52, 5.750940
1065, 589, 112, 5375, 52, 5.753991
1066, 594, 112, 5386, 52, 5.763602
1067, 594, 112, 5394, 52, 5.765698
1068, 594, 112, 5402, 52, 5.767790
1069, 591, 114, 5413, 52, 5.771749
1070, 593, 114, 5420, 52, 5.774766
1071, 593, 114, 5428, 52, 5.776844
1072, 593, 114, 5437, 52, 5.779851
1073, 593, 114, 5444, 52, 5.780988
1074, 593, 114, 5452, 52, 5.783054
1075, 595, 112, 5460, 52, 5.785116
1076, 595, 112, 5467, 52, 5.786245
1077, 595, 112, 5475, 52, 5.788301
1078, 592, 114, 5486, 52, 5.792208
1079, 592, 114, 5495, 52, 5.795181
1080, 592, 114, 5504, 52, 5.798148
1081, 592, 114, 5511, 52, 5.799260
1082, 589, 116, 5522, 52, 5.803142
1083, 589, 116, 5530, 52, 5.805171
1084, 589, 116, 5539, 52, 5.808118
1085, 587, 118, 5547, 52, 5.810138
1086, 581, 120, 5554, 52, 5.807551
1089, 590, 120, 5561, 57, 5.810836
1090, 590, 120, 5570, 57, 5.813761
1091, 590, 120, 5579, 57, 5.816682
1092, 590, 120, 5587, 57, 5.818681
1093, 590, 120, 5596, 57, 5.821592
1094, 590, 120, 5603, 57, 5.822669
1095, 590, 120, 5610, 57, 5.823744
1096, 595, 120, 5621, 57, 5.833029
1097, 595, 120, 5630, 57, 5.835916
1098, 597, 118, 5638, 57, 5.837887
1099, 597, 118, 5646, 57, 5.839854
1100, 597, 118, 5655, 57, 5.842727
1101, 597, 118, 5662, 57, 5.843778
1102, 597, 118, 5671, 57, 5.846642
1103, 597, 118, 5678, 57, 5.847688
1104, 597, 118, 5686, 57, 5.849638
1105, 597, 118, 5694, 57, 5.851584
1106, 597, 118, 5701, 57, 5.852622
1107, 597, 118, 5709, 57, 5.854562
1203, 599, 118, 5720, 58, 5.399002
1204, 599, 118, 5729, 58, 5.401993
1205, 599, 118, 5736, 58, 5.403320
1206, 599, 118, 5743, 58, 5.404643
1207, 601, 116, 5751, 58, 5.406794
1208, 601, 116, 5758, 58, 5.408113
1209, 601, 116, 5765, 58, 5.409429
1210, 597, 118, 5773, 58, 5.409917
1211, 597, 118, 5780, 58, 5.411230
1215, 595, 120, 5787, 61, 5.401646
1218, 599, 122, 5793, 64, 5.400657
1224, 599, 122, 5800, 65, 5.380719
1225, 599, 122, 5808, 65, 5.382857
1226, 597, 122, 5815, 65, 5.382545
1248, 597, 122, 5823, 66, 5.294872
1275, 605, 117, 5834, 67, 5.194510
1276, 605, 117, 5842, 67, 5.196708
1277, 609, 115, 5849, 67, 5.199687
1278, 609, 115, 5856, 67, 5.201095
1279, 609, 115, 5865, 67, 5.204066
1280, 609, 115, 5874, 67, 5.207031
1281, 609, 115, 5882, 67, 5.209212
1282, 609, 115, 5891, 67, 5.212168
1283, 609, 115, 5900, 67, 5.215121
1284, 609, 115, 5908, 67, 5.217290
1285, 609, 115, 5917, 67, 5.220233
1286, 610, 113, 5928, 67, 5.223950
1287, 610, 113, 5937, 67, 5.226884
1288, 612, 111, 5945, 67, 5.229037
1289, 612, 111, 5952, 67, 5.230411
1290, 618, 111, 5960, 67, 5.237209
1291, 618, 108, 5971, 67, 5.239349
1292, 618, 108, 5978, 67, 5.240712
1293, 618, 108, 5986, 67, 5.242846
1294, 642, 106, 5993, 67, 5.261206
1295, 649, 106, 6004, 67, 5.271042
1296, 649, 106, 6012, 67, 5.273148
1297, 649, 106, 6021, 67, 5.276022
1298, 659, 101, 6032, 67, 5.284284
1299, 681, 99, 6038, 67, 5.300231
1300, 681, 99, 6045, 67, 5.301538
1301, 681, 99, 6054, 67, 5.304381
1302, 681, 99, 6062, 67, 5.306452
1303, 681, 99, 6070, 67, 5.308519
1304, 681, 99, 6078, 67, 5.310583
1305, 681, 99, 6084, 67, 5.311111
1306, 682, 99, 6095, 67, 5.316233
1307, 693, 95, 6102, 67, 5.322877
1308, 693, 95, 6108, 67, 5.323394
1309, 693, 95, 6117, 67, 5.326203
1310, 697, 93, 6125, 67, 5.329771
1311, 694, 95, 6133, 67, 5.331045
1312, 694, 95, 6140, 67, 5.332317
1313, 694, 95, 6149, 67, 5.335110
1314, 692, 97, 6157, 67, 5.337139
1315, 692, 97, 6164, 67, 5.338403
1316, 693, 97, 6175, 67, 5.343465
1317, 693, 97, 6182, 67, 5.344723
1318, 693, 97, 6190, 67, 5.346737
1319, 694, 97, 6201, 67, 5.351782
1320, 701, 97, 6208, 67, 5.358333
1321, 703, 95, 6217, 67, 5.361090
1322, 703, 95, 6225, 67, 5.363086
1323, 703, 95, 6232, 67, 5.364324
1324, 705, 95, 6240, 67, 5.367825
1325, 705, 95, 6249, 67, 5.370566
1326, 709, 95, 6255, 67, 5.374057
1327, 709, 95, 6264, 67, 5.376790
1328, 709, 95, 6272, 67, 5.378765
1329, 709, 95, 6279, 67, 5.379985
1330, 709, 95, 6286, 67, 5.381203
1331, 709, 97, 6293, 67, 5.383922
1332, 716, 95, 6300, 67, 5.388889
1333, 716, 95, 6309, 67, 5.391598
1334, 716, 95, 6316, 67, 5.392804
1335, 716, 95, 6323, 67, 5.394007
1336, 712, 95, 6331, 67, 5.392964
1337, 712, 95, 6337, 67, 5.393418
1338, 712, 95, 6344, 67, 5.394619
1339, 712, 95, 6353, 67, 5.397311
1340, 712, 95, 6360, 67, 5.398507
1341, 712, 95, 6367, 67, 5.399702
1342, 718, 95, 6378, 67, 5.408346
1343, 718, 95, 6385, 67, 5.409531
1344, 718, 95, 6392, 67, 5.410714
1345, 716, 93, 6401, 67, 5.410409
1346, 718, 93, 6409, 67, 5.413819
1347, 718, 95, 6417, 67, 5.417223
1353, 718, 95, 6424, 68, 5.399113
1354, 718, 95, 6431, 68, 5.400295
1355, 718, 95, 6440, 68, 5.402952
1356, 710, 95, 6449, 68, 5.399705
1357, 710, 95, 6456, 68, 5.400884
1358, 711, 95, 6467, 68, 5.405744
1359, 711, 95, 6476, 68, 5.408389
1362, 711, 95, 6482, 69, 5.401615
1363, 716, 95, 6489, 69, 5.406456
1367, 724, 95, 6496, 75, 5.405999
1378, 724, 95, 6504, 76, 5.369376
1379, 728, 95, 6513, 76, 5.374909
1380, 721, 95, 6522, 76, 5.372464
1389, 727, 95, 6530, 77, 5.348452
1390, 727, 95, 6538, 77, 5.350360
1391, 727, 95, 6546, 77, 5.352265
1392, 727, 95, 6554, 77, 5.354167
1395, 727, 95, 6560, 78, 5.347670
1396, 715, 97, 6569, 78, 5.343123
1397, 720, 99, 6577, 78, 5.350036
1398, 708, 101, 6587, 78, 5.346209
1401, 708, 101, 6593, 79, 5.339757
1402, 708, 101, 6601, 79, 5.341655
1403, 708, 101, 6609, 79, 5.343550
1404, 709, 99, 6617, 79, 5.344729
1405, 715, 99, 6628, 79, 5.353025
1406, 707, 99, 6637, 79, 5.349929
1407, 714, 99, 6645, 79, 5.356787
1413, 714, 99, 6652, 80, 5.339703
1414, 703, 101, 6661, 80, 5.335926
1415, 710, 101, 6669, 80, 5.342756
1416, 696, 103, 6679, 80, 5.337571
1419, 696, 103, 6685, 81, 5.331219
1420, 703, 101, 6693, 81, 5.336620
1421, 703, 103, 6701, 81, 5.339901
1422, 696, 103, 6710, 81, 5.337553
1425, 696, 103, 6716, 82, 5.331228
1426, 698, 103, 6724, 82, 5.334502
1427, 691, 103, 6733, 82, 5.332165
1428, 692, 103, 6741, 82, 5.334734
1429, 688, 105, 6750, 82, 5.335899
1430, 688, 105, 6758, 82, 5.337762
1431, 688, 105, 6766, 82, 5.339623
1434, 688, 105, 6772, 83, 5.333333
1435, 688, 105, 6779, 83, 5.334495
1436, 688, 105, 6786, 83, 5.335655
1437, 688, 105, 6793, 83, 5.336813
1438, 688, 105, 6799, 83, 5.337274
1439, 687, 105, 6807, 83, 5.338429
1440, 687, 105, 6815, 83, 5.340278
1443, 689, 105, 6821, 87, 5.337491
1446, 689, 105, 6827, 88, 5.331259
1447, 689, 105, 6835, 88, 5.333103
1448, 689, 105, 6842, 88, 5.334254
1449, 689, 105, 6850, 88, 5.336094
1450, 697, 105, 6859, 88, 5.344138
1451, 697, 105, 6866, 88, 5.345279
1452, 692, 107, 6873, 88, 5.344353
1453, 692, 107, 6881, 88, 5.346180
1454, 692, 107, 6888, 88, 5.347318
1455, 692, 107, 6895, 88, 5.348454
1456, 685, 107, 6905, 88, 5.346841
1457, 680, 109, 6914, 88, 5.347289
1458, 680, 109, 6921, 88, 5.348422
1459, 683, 109, 6930, 88, 5.352981
1460, 683, 109, 6938, 88, 5.354795
1461, 683, 109, 6945, 88, 5.355921
1462, 680, 109, 6954, 88, 5.356361
1463, 680, 109, 6962, 88, 5.358168
1464, 680, 109, 6970, 88, 5.359973
1465, 680, 109, 6978, 88, 5.361775
1466, 680, 109, 6986, 88, 5.363574
1467, 680, 109, 6994, 88, 5.365372
1468, 690, 109, 7001, 88, 5.373297
1469, 690, 109, 7009, 88, 5.375085
1470, 690, 109, 7016, 88, 5.376190
1471, 690, 109, 7024, 88, 5.377974
1472, 690, 109, 7031, 88, 5.379076
1473, 690, 109, 7038, 88, 5.380177
1474, 690, 109, 7046, 88, 5.381954
1475, 690, 109, 7053, 88, 5.383051
1476, 690, 109, 7061, 88, 5.384824
1477, 690, 109, 7069, 88, 5.386594
1478, 690, 109, 7077, 88, 5.388363
1479, 690, 109, 7084, 88, 5.389452
1480, 690, 109, 7092, 88, 5.391216
1481, 690, 109, 7099, 88, 5.392302
1482, 690, 109, 7107, 88, 5.394062
1483, 690, 109, 7114, 88, 5.395145
1484, 690, 109, 7121, 88, 5.396226
1485, 690, 109, 7129, 88, 5.397980
1486, 692, 109, 7137, 88, 5.401077
1487, 692, 109, 7144, 88, 5.402152
1488, 692, 109, 7151, 88, 5.403226
1489, 698, 109, 7162, 88, 5.411014
1490, 698, 109, 7169, 88, 5.412081
1491, 698, 109, 7176, 88, 5.413146
1492, 698, 109, 7184, 88, 5.414879
1493, 698, 109, 7191, 88, 5.415941
1494, 698, 109, 7197, 88, 5.416332
1495, 695, 109, 7204, 88, 5.415385
1496, 695, 109, 7211, 88, 5.416444
1497, 695, 109, 7218, 88, 5.417502
1498, 695, 109, 7225, 88, 5.418558
1499, 695, 109, 7232, 88, 5.419613
1500, 695, 109, 7239, 88, 5.420667
1501, 695, 109, 7246, 88, 5.421719
1502, 708, 109, 7252, 88, 5.430759
1503, 708, 109, 7259, 88, 5.431803
1504, 708, 109, 7266, 88, 5.432846
1505, 708, 109, 7274, 88, 5.434551
1506, 708, 109, 7281, 88, 5.435591
1507, 699, 109, 7288, 88, 5.430657
1508, 699, 109, 7295, 88, 5.431698
1509, 699, 109, 7301, 88, 5.432074
1510, 699, 109, 7308, 88, 5.433113
1511, 699, 109, 7315, 88, 5.434150
1512, 699, 109, 7322, 88, 5.435185
1513, 699, 109, 7329, 88, 5.436219
1514, 699, 109, 7337, 88, 5.437913
1515, 699, 109, 7344, 88, 5.438944
1518, 699, 109, 7350, 89, 5.432806
1519, 699, 109, 7358, 89, 5.434496
1520, 699, 109, 7365, 89, 5.435526
1521, 699, 109, 7374, 89, 5.437870
1522, 699, 109, 7382, 89, 5.439553
1523, 699, 109, 7388, 89, 5.439921
1524, 699, 109, 7395, 89, 5.440945
1525, 699, 109, 7402, 89, 5.441967
1526, 699, 109, 7409, 89, 5.442988
1527, 686, 107, 7419, 89, 5.436149
1528, 686, 107, 7426, 89, 5.437173
1529, 686, 107, 7432, 89, 5.437541
1530, 686, 107, 7439, 89, 5.438562
1531, 686, 107, 7447, 89, 5.440235
1532, 686, 107, 7454, 89, 5.441253
1533, 686, 107, 7461, 89, 5.442270
1536, 686, 107, 7467, 93, 5.438151
1537, 686, 107, 7475, 93, 5.439818
1538, 686, 107, 7482, 93, 5.440832
1539, 686, 107, 7490, 93, 5.442495
1540, 686, 107, 7498, 93, 5.444156
1541, 686, 107, 7505, 93, 5.445165
1542, 686, 107, 7512, 93, 5.446174
1543, 686, 107, 7519, 93, 5.447181
1544, 684, 109, 7525, 93, 5.447539
1551, 689, 109, 7534, 97, 5.434558
1552, 689, 109, 7542, 97, 5.436211
1553, 698, 109, 7548, 97, 5.442370
1554, 698, 109, 7554, 97, 5.442728
1563, 698, 109, 7562, 98, 5.417147
1564, 698, 109, 7570, 98, 5.418798
1565, 698, 109, 7578, 98, 5.420447
1566, 698, 109, 7586, 98, 5.422095
1567, 698, 109, 7593, 98, 5.423101
1568, 698, 109, 7600, 98, 5.424107
1569, 698, 109, 7607, 98, 5.425112
1570, 698, 109, 7614, 98, 5.426115
1571, 698, 109, 7621, 98, 5.427116
1572, 698, 109, 7628, 98, 5.428117
1573, 698, 109, 7636, 98, 5.429752
1574, 698, 109, 7643, 98, 5.430750
1575, 698, 109, 7649, 98, 5.431111
1576, 698, 109, 7656, 98, 5.432107
1577, 698, 109, 7663, 98, 5.433101
1578, 698, 109, 7669, 98, 5.433460
1579, 687, 109, 7676, 98, 5.427486
1580, 687, 109, 7683, 98, 5.428481
1581, 687, 109, 7690, 98, 5.429475
1582, 687, 109, 7697, 98, 5.430468
1583, 687, 109, 7704, 98, 5.431459
1584, 687, 109, 7710, 98, 5.431818
1587, 687, 109, 7716, 99, 5.425961
1593, 687, 109, 7723, 100, 5.410546
1596, 687, 109, 7729, 101, 5.404762
1597, 687, 109, 7737, 101, 5.406387
1598, 687, 109, 7745, 101, 5.408010
1605, 687, 109, 7754, 102, 5.390654
1608, 687, 109, 7760, 105, 5.386194
1611, 687, 109, 7766, 106, 5.380509
1617, 687, 109, 7773, 107, 5.365492
1618, 675, 109, 7783, 107, 5.360939
1619, 675, 109, 7790, 107, 5.361952
1620, 675, 109, 7797, 107, 5.362963
1624, 675, 109, 7804, 108, 5.354680
1625, 677, 111, 7810, 108, 5.357538
1626, 677, 111, 7817, 108, 5.358549
1627, 687, 109, 7826, 108, 5.365704
1628, 687, 109, 7835, 108, 5.367936
1629, 687, 109, 7841, 108, 5.368324
1635, 687, 109, 7848, 109, 5.353517
1636, 686, 109, 7860, 109, 5.356968
1637, 686, 109, 7868, 109, 5.358583
1638, 686, 109, 7874, 109, 5.358974
1698, 692, 109, 7885, 110, 5.180212
1699, 692, 109, 7892, 110, 5.181283
1700, 692, 109, 7899, 110, 5.182353
1701, 692, 109, 7907, 110, 5.184009
1707, 692, 109, 7914, 111, 5.170475
1708, 692, 109, 7923, 111, 5.172717
1709, 692, 109, 7930, 111, 5.173786
1710, 689, 107, 7940, 111, 5.173684
1731, 689, 107, 7948, 112, 5.116118
1732, 689, 107, 7956, 112, 5.117783
1733, 689, 107, 7963, 112, 5.118869
1734, 694, 107, 7972, 112, 5.123991
1735, 694, 107, 7980, 112, 5.125648
1736, 694, 107, 7988, 112, 5.127304
1737, 688, 107, 8000, 112, 5.127807
1738, 693, 107, 8009, 112, 5.132911
1739, 693, 107, 8016, 112, 5.133985
1740, 686, 107, 8026, 112, 5.132759
1741, 692, 107, 8035, 112, 5.138426
1742, 695, 105, 8042, 112, 5.140069
1743, 692, 105, 8054, 112, 5.142283
1746, 692, 105, 8060, 113, 5.137457
1747, 692, 105, 8068, 113, 5.139096
1748, 692, 105, 8076, 113, 5.140732
1749, 692, 105, 8084, 113, 5.142367
1750, 692, 105, 8092, 113, 5.144000
1751, 692, 105, 8099, 113, 5.145060
1752, 692, 105, 8107, 113, 5.146689
1753, 692, 105, 8116, 113, 5.148888
1754, 692, 105, 8124, 113, 5.150513
1755, 692, 105, 8132, 113, 5.152137
1756, 696, 103, 8139, 113, 5.154328
1757, 696, 103, 8147, 113, 5.155948
1758, 702, 103, 8158, 113, 5.162685
1759, 702, 103, 8165, 113, 5.163729
1760, 702, 103, 8174, 113, 5.165909
1761, 702, 103, 8183, 113, 5.168086
1762, 702, 103, 8191, 113, 5.169694
1763, 702, 103, 8198, 113, 5.170732
1764, 702, 103, 8206, 113, 5.172336
1765, 702, 103, 8214, 113, 5.173938
1766, 702, 103, 8222, 113, 5.175538
1767, 702, 103, 8229, 113, 5.176570
1768, 696, 105, 8237, 113, 5.175905
1769, 696, 105, 8244, 113, 5.176936
1770, 696, 105, 8251, 113, 5.177966
1771, 696, 105, 8259, 113, 5.179560
1772, 696, 105, 8266, 113, 5.180587
1773, 696, 105, 8273, 113, 5.181613
1774, 696, 105, 8281, 113, 5.183202
1775, 696, 105, 8289, 113, 5.184789
1776, 696, 105, 8296, 113, 5.185811
1777, 696, 105, 8304, 113, 5.187394
1778, 694, 105, 8311, 113, 5.187289
1779, 694, 105, 8318, 113, 5.188308
1780, 694, 105, 8326, 113, 5.189888
1781, 694, 105, 8333, 113, 5.190904
1782, 694, 105, 8340, 113, 5.191919
1783, 694, 105, 8348, 113, 5.193494
1784, 694, 105, 8355, 113, 5.194507
1785, 694, 105, 8363, 113, 5.196078
1806, 694, 105, 8371, 115, 5.141196
1860, 680, 107, 8383, 116, 4.992473
1875, 693, 105, 8392, 117, 4.963733
1876, 693, 105, 8400, 117, 4.965352
1877, 693, 105, 8407, 117, 4.966436
1878, 693, 105, 8415, 117, 4.968051
1879, 678, 109, 8425, 117, 4.964875
1880, 684, 107, 8431, 117, 4.967553
1881, 684, 107, 8437, 117, 4.968102
1882, 686, 105, 8445, 117, 4.969713
1883, 686, 105, 8451, 117, 4.970260
1884, 686, 105, 8458, 117, 4.971338
1885, 684, 105, 8466, 117, 4.971883
1886, 691, 105, 8472, 117, 4.976140
1887, 692, 105, 8479, 117, 4.977742
1888, 692, 105, 8487, 117, 4.979343
1889, 692, 105, 8494, 117, 4.980413
1890, 692, 105, 8501, 117, 4.981481
1893, 699, 103, 8506, 124, 4.982567
1894, 699, 103, 8514, 124, 4.984161
1895, 699, 103, 8521, 124, 4.985224
1896, 699, 103, 8528, 124, 4.986287
1899, 699, 103, 8533, 126, 4.982096
1900, 703, 103, 8541, 126, 4.985789
1901, 703, 103, 8548, 126, 4.986849
1902, 703, 103, 8555, 126, 4.987907
1951, 716, 101, 8564, 129, 4.874423
1952, 716, 101, 8571, 129, 4.875512
1953, 716, 101, 8578, 129, 4.876600
1954, 704, 103, 8588, 129, 4.874104
1955, 702, 105, 8596, 129, 4.875703
1956, 702, 105, 8604, 129, 4.877301
1957, 702, 105, 8612, 129, 4.878896
1958, 702, 105, 8620, 129, 4.880490
1959, 712, 103, 8629, 129, 4.886677
1960, 701, 103, 8639, 129, 4.883673
1961, 701, 103, 8646, 129, 4.884753
1962, 701, 103, 8654, 129, 4.886340
1963, 701, 103, 8661, 129, 4.887417
1964, 701, 103, 8668, 129, 4.888493
1965, 701, 103, 8677, 129, 4.890585
1966, 701, 103, 8685, 129, 4.892167
1967, 701, 103, 8694, 129, 4.894255
1968, 701, 103, 8703, 129, 4.896341
1969, 701, 103, 8711, 129, 4.897918
1970, 707, 103, 8722, 129, 4.904061
1971, 707, 103, 8729, 129, 4.905124
1972, 707, 103, 8737, 129, 4.906694
1973, 705, 101, 8747, 129, 4.907248
1974, 702, 101, 8754, 129, 4.906788
1975, 702, 101, 8762, 129, 4.908354
1976, 702, 101, 8771, 129, 4.910425
1977, 702, 101, 8778, 129, 4.911482
1978, 702, 101, 8787, 129, 4.913549
1979, 703, 103, 8796, 129, 4.917130
1980, 708, 103, 8805, 129, 4.921717
1981, 704, 103, 8813, 129, 4.921252
1982, 704, 103, 8822, 129, 4.923310
1983, 704, 103, 8829, 129, 4.924357
1984, 706, 101, 8837, 129, 4.925907
1985, 706, 101, 8846, 129, 4.927960
1986, 706, 101, 8854, 129, 4.929507
1987, 706, 101, 8861, 129, 4.930549
1988, 706, 101, 8870, 129, 4.932596
1989, 706, 101, 8876, 129, 4.933132
1990, 706, 101, 8885, 129, 4.935176
1991, 706, 101, 8894, 129, 4.937217
1992, 706, 101, 8903, 129, 4.939257
1993, 706, 101, 8910, 129, 4.940291
1994, 706, 101, 8918, 129, 4.941825
1995, 710, 99, 8926, 129, 4.944361
1996, 710, 99, 8934, 129, 4.945892
1997, 710, 99, 8943, 129, 4.947922
1998, 710, 99, 8951, 129, 4.949449
1999, 710, 99, 8960, 129, 4.951476
2000, 710, 99, 8969, 129, 4.953500
2001, 710, 99, 8976, 129, 4.954523
2002, 708, 99, 8985, 129, 4.955544
2003, 708, 99, 8993, 129, 4.957064
2004, 708, 99, 9000, 129, 4.958084
2005, 708, 99, 9007, 129, 4.959102
2006, 708, 99, 9015, 129, 4.960618
2007, 708, 99, 9022, 129, 4.961634
2008, 708, 99, 9031, 129, 4.963645
2009, 708, 99, 9039, 129, 4.965157
2010, 708, 99, 9047, 129, 4.966667
2011, 708, 99, 9055, 129, 4.968175
2012, 708, 99, 9062, 129, 4.969185
2013, 711, 97, 9069, 129, 4.970691
2014, 711, 97, 9078, 129, 4.972691
2015, 711, 97, 9085, 129, 4.973697
2016, 711, 97, 9091, 129, 4.974206
2017, 711, 97, 9100, 129, 4.976202
2018, 711, 97, 9108, 129, 4.977701
2019, 711, 97, 9115, 129, 4.978702
2020, 712, 97, 9127, 129, 4.982673
2021, 701, 99, 9136, 129, 4.980208
2022, 701, 99, 9143, 129, 4.981207
2025, 701, 99, 9149, 130, 4.977284
2029, 701, 99, 9156, 131, 4.971414
2046, 707, 99, 9165, 132, 4.937928
2047, 707, 99, 9173, 132, 4.939424
2048, 708, 99, 9185, 132, 4.943359
2049, 699, 99, 9194, 132, 4.940947
2055, 699, 99, 9201, 133, 4.930414
2056, 699, 99, 9209, 133, 4.931907
2057, 699, 99, 9218, 133, 4.933884
2058, 699, 99, 9226, 133, 4.935374
2073, 699, 99, 9235, 134, 4.904486
2074, 699, 99, 9243, 134, 4.905979
2075, 699, 99, 9251, 134, 4.907470
2076, 707, 99, 9259, 134, 4.912813
2082, 707, 99, 9266, 135, 4.902498
2083, 697, 101, 9276, 135, 4.901104
2084, 701, 99, 9284, 135, 4.903551
2085, 700, 99, 9293, 135, 4.905036
2086, 693, 99, 9305, 135, 4.905081
2087, 693, 99, 9313, 135, 4.906564
2088, 700, 99, 9324, 135, 4.912835
2089, 700, 99, 9332, 135, 4.914313
2090, 689, 103, 9341, 135, 4.912919
2091, 691, 103, 9349, 135, 4.915352
2094, 691, 103, 9355, 136, 4.911652
2095, 691, 103, 9363, 136, 4.913126
2096, 691, 103, 9373, 136, 4.915553
2097, 682, 103, 9382, 136, 4.913209
2100, 692, 103, 9387, 137, 4.913810
2101, 692, 103, 9396, 137, 4.915754
2102, 692, 103, 9404, 137, 4.917222
2103, 692, 103, 9412, 137, 4.918688
2104, 699, 103, 9420, 137, 4.923479
2105, 700, 103, 9430, 137, 4.926366
2106, 700, 103, 9438, 137, 4.927825
2107, 700, 103, 9446, 137, 4.929283
2108, 700, 103, 9455, 137, 4.931214
2109, 700, 103, 9463, 137, 4.932670
2110, 700, 103, 9470, 137, 4.933649
2111, 700, 103, 9478, 137, 4.935102
2112, 700, 103, 9486, 137, 4.936553
2113, 700, 103, 9493, 137, 4.937530
2114, 688, 105, 9501, 137, 4.934248
2115, 688, 105, 9508, 137, 4.935225
2116, 688, 105, 9515, 137, 4.936200
2117, 688, 105, 9523, 137, 4.937648
2118, 688, 105, 9530, 137, 4.938621
2119, 690, 103, 9537, 137, 4.939594
2120, 699, 101, 9544, 137, 4.943868
2121, 699, 101, 9553, 137, 4.945780
2122, 699, 101, 9561, 137, 4.947220
2123, 692, 103, 9570, 137, 4.946773
2124, 696, 103, 9578, 137, 4.950094
2125, 696, 103, 9588, 137, 4.952471
2126, 696, 103, 9596, 137, 4.953904
2127, 696, 103, 9604, 137, 4.955336
2130, 699, 103, 9609, 144, 4.955399
2131, 699, 103, 9618, 144, 4.957297
2132, 699, 103, 9625, 144, 4.958255
2133, 699, 103, 9633, 144, 4.959681
2134, 692, 105, 9643, 144, 4.959700
2135, 692, 105, 9650, 144, 4.960656
2136, 692, 105, 9658, 144, 4.962079
2137, 694, 103, 9666, 144, 4.963500
2138, 694, 103, 9673, 144, 4.964453
2139, 694, 103, 9682, 144, 4.966339
2140, 694, 103, 9690, 144, 4.967757
2141, 694, 103, 9697, 144, 4.968706
2142, 694, 103, 9705, 144, 4.970121
2143, 694, 103, 9713, 144, 4.971535
2144, 694, 103, 9720, 144, 4.972481
2145, 694, 103, 9727, 144, 4.973427
2146, 698, 101, 9734, 144, 4.975303
2147, 698, 101, 9741, 144, 4.976246
2148, 698, 101, 9749, 144, 4.977654
2149, 698, 101, 9757, 144, 4.979060
2150, 703, 99, 9764, 144, 4.981395
2151, 703, 99, 9771, 144, 4.982334
2152, 703, 99, 9779, 144, 4.983736
2153, 703, 99, 9785, 144, 4.984208
2154, 694, 101, 9792, 144, 4.981894
2155, 693, 99, 9800, 144, 4.981903
2156, 693, 99, 9807, 144, 4.982839
2157, 693, 99, 9815, 144, 4.984237
2158, 693, 99, 9823, 144, 4.985635
2159, 693, 99, 9830, 144, 4.986568
2160, 693, 99, 9838, 144, 4.987963
2161, 693, 99, 9846, 144, 4.989357
2162, 693, 99, 9853, 144, 4.990287
2163, 693, 99, 9860, 144, 4.991216
2164, 693, 99, 9867, 144, 4.992144
2165, 692, 101, 9875, 144, 4.993995
2166, 692, 101, 9882, 144, 4.994922
2167, 692, 101, 9890, 144, 4.996308
2168, 692, 101, 9897, 144, 4.997232
2169, 680, 103, 9904, 144, 4.993545
2170, 675, 103, 9912, 144, 4.992627
2171, 675, 103, 9919, 144, 4.993551
2172, 675, 103, 9926, 144, 4.994475
2173, 675, 103, 9933, 144, 4.995398
2174, 670, 103, 9942, 144, 4.994940
2175, 670, 103, 9950, 144, 4.996322
2176, 670, 103, 9957, 144, 4.997243
2177, 670, 103, 9964, 144, 4.998163
2178, 670, 103, 9971, 144, 4.999082
2179, 670, 103, 9978, 144, 5.000000
2180, 670, 103, 9985, 144, 5.000917
2181, 670, 103, 9993, 144, 5.002293
2182, 670, 103, 10000, 144, 5.003208
2183, 670, 103, 10007, 144, 5.004123
2184, 670, 103, 10015, 144, 5.005495
2185, 670, 103, 10023, 144, 5.006865
2186, 670, 103, 10030, 144, 5.007777
2187, 670, 103, 10037, 144, 5.008688
2188, 670, 103, 10045, 144, 5.010055
2189, 670, 103, 10052, 144, 5.010964
2190, 670, 103, 10059, 144, 5.011872
2193, 658, 105, 10064, 150, 5.005472
