bytes, codes, ebits, ll_aht, d_aht, ratio
98438, 427, 149, 342519, 29981, 3.789959
98439, 427, 149, 342527, 29981, 3.790002
98440, 427, 149, 342535, 29981, 3.790045
98441, 427, 149, 342544, 29981, 3.790098
98442, 427, 149, 342551, 29981, 3.790130
98443, 427, 149, 342560, 29981, 3.790183
98444, 427, 149, 342568, 29981, 3.790226
98445, 427, 149, 342577, 29981, 3.790279
98446, 427, 149, 342586, 29981, 3.790332
98447, 427, 149, 342595, 29981, 3.790385
98448, 427, 149, 342603, 29981, 3.790427
98449, 427, 149, 342612, 29981, 3.790480
98450, 427, 149, 342621, 29981, 3.790533
98451, 427, 149, 342629, 29981, 3.790576
98452, 427, 149, 342638, 29981, 3.790629
98453, 427, 149, 342646, 29981, 3.790672
98454, 427, 149, 342653, 29981, 3.790704
98455, 427, 149, 342662, 29981, 3.790757
98456, 427, 149, 342670, 29981, 3.790800
98457, 427, 149, 342677, 29981, 3.790833
98458, 427, 149, 342686, 29981, 3.790885
98459, 427, 149, 342695, 29981, 3.790938
98460, 427, 149, 342702, 29981, 3.790971
98461, 427, 149, 342711, 29981, 3.791024
98462, 427, 149, 342720, 29981, 3.791077
98463, 427, 149, 342727, 29981, 3.791109
98464, 427, 149, 342735, 29981, 3.791152
98465, 427, 149, 342743, 29981, 3.791195
98466, 427, 149, 342750, 29981, 3.791227
98469, 427, 149, 342753, 29985, 3.791183
98472, 427, 149, 342756, 29989, 3.791139
98475, 427, 149, 342759, 29993, 3.791094
98478, 427, 149, 342762, 29997, 3.791050
98479, 427, 149, 342772, 29997, 3.791113
98526, 427, 149, 342783, 29999, 3.789436
98565, 427, 149, 342793, 30001, 3.788059
98566, 427, 149, 342802, 30001, 3.788112
98567, 427, 149, 342811, 30001, 3.788164
98568, 427, 149, 342819, 30001, 3.788207
98569, 427, 149, 342828, 30001, 3.788260
98570, 427, 149, 342837, 30001, 3.788313
98571, 427, 149, 342846, 30001, 3.788366
98574, 427, 149, 342849, 30005, 3.788321
98575, 427, 149, 342856, 30005, 3.788354
98576, 427, 149, 342865, 30005, 3.788407
98577, 427, 149, 342874, 30005, 3.788460
98578, 427, 149, 342881, 30005, 3.788492
98579, 427, 149, 342890, 30005, 3.788545
98580, 420, 151, 342899, 30005, 3.788547
98581, 420, 151, 342908, 30005, 3.788600
98582, 420, 151, 342917, 30005, 3.788653
98586, 420, 151, 342922, 30009, 3.788591
98587, 420, 151, 342930, 30009, 3.788633
98588, 420, 151, 342938, 30009, 3.788676
98589, 420, 151, 342947, 30009, 3.788729
98590, 420, 151, 342956, 30009, 3.788782
98591, 420, 151, 342965, 30009, 3.788835
98592, 420, 151, 342973, 30009, 3.788877
98593, 420, 151, 342982, 30009, 3.788930
98594, 420, 151, 342990, 30009, 3.788973
98595, 420, 151, 342999, 30009, 3.789026
98596, 420, 151, 343008, 30009, 3.789079
98597, 420, 151, 343017, 30009, 3.789132
98598, 420, 151, 343026, 30009, 3.789184
98599, 420, 151, 343035, 30009, 3.789237
98600, 420, 151, 343044, 30009, 3.789290
98601, 420, 151, 343053, 30009, 3.789343
98602, 420, 151, 343061, 30009, 3.789386
98603, 420, 151, 343070, 30009, 3.789438
98607, 420, 151, 343075, 30011, 3.789356
98608, 420, 151, 343083, 30011, 3.789398
98609, 420, 151, 343092, 30011, 3.789451
98610, 420, 151, 343100, 30011, 3.789494
98611, 420, 151, 343108, 30011, 3.789537
98612, 420, 151, 343117, 30011, 3.789590
98613, 420, 151, 343126, 30011, 3.789642
98614, 420, 151, 343135, 30011, 3.789695
98615, 420, 151, 343144, 30011, 3.789748
98619, 420, 151, 343149, 30013, 3.789665
98620, 420, 151, 343158, 30013, 3.789718
98621, 420, 151, 343167, 30013, 3.789771
98625, 420, 151, 343172, 30015, 3.789688
98626, 420, 151, 343181, 30015, 3.789741
98627, 420, 151, 343190, 30015, 3.789794
98628, 420, 151, 343198, 30015, 3.789837
98629, 420, 151, 343207, 30015, 3.789889
98630, 420, 151, 343215, 30015, 3.789932
98640, 420, 151, 343225, 30017, 3.789670
98641, 420, 151, 343234, 30017, 3.789722
98642, 420, 151, 343242, 30017, 3.789765
98643, 420, 151, 343250, 30017, 3.789808
98644, 420, 151, 343259, 30017, 3.789861
98645, 420, 151, 343267, 30017, 3.789903
98646, 420, 151, 343275, 30017, 3.789946
98647, 420, 151, 343284, 30017, 3.789999
98648, 420, 151, 343292, 30017, 3.790041
98649, 420, 151, 343300, 30017, 3.790084
98652, 420, 151, 343303, 30019, 3.790019
98653, 420, 151, 343312, 30019, 3.790072
98654, 420, 151, 343320, 30019, 3.790115
98655, 420, 151, 343328, 30019, 3.790158
98656, 420, 151, 343337, 30019, 3.790210
98657, 420, 151, 343345, 30019, 3.790253
98661, 420, 151, 343350, 30021, 3.790170
98662, 420, 151, 343359, 30021, 3.790223
98663, 420, 151, 343367, 30021, 3.790266
98664, 420, 151, 343375, 30021, 3.790309
98665, 420, 151, 343384, 30021, 3.790361
98666, 420, 151, 343392, 30021, 3.790404
98667, 420, 151, 343400, 30021, 3.790447
98668, 420, 151, 343409, 30021, 3.790499
98673, 420, 151, 343416, 30023, 3.790399
98676, 420, 151, 343419, 30027, 3.790354
98677, 420, 151, 343428, 30027, 3.790407
98678, 420, 151, 343436, 30027, 3.790450
98679, 420, 151, 343444, 30027, 3.790492
98680, 420, 151, 343453, 30027, 3.790545
98681, 420, 151, 343461, 30027, 3.790588
98682, 420, 151, 343469, 30027, 3.790631
98683, 420, 151, 343478, 30027, 3.790683
98684, 420, 151, 343486, 30027, 3.790726
98685, 420, 151, 343494, 30027, 3.790769
98688, 420, 151, 343497, 30029, 3.790704
98689, 420, 151, 343505, 30029, 3.790747
98692, 420, 151, 343508, 30033, 3.790702
98693, 420, 151, 343516, 30033, 3.790745
98694, 420, 151, 343524, 30033, 3.790788
98697, 420, 151, 343527, 30038, 3.790754
98698, 420, 151, 343535, 30038, 3.790796
98701, 420, 151, 343538, 30042, 3.790752
98702, 420, 151, 343546, 30042, 3.790795
98703, 420, 151, 343554, 30042, 3.790837
98706, 420, 151, 343557, 30046, 3.790793
98707, 420, 151, 343565, 30046, 3.790836
98708, 420, 151, 343573, 30046, 3.790878
98709, 420, 151, 343581, 30046, 3.790921
98710, 420, 151, 343589, 30046, 3.790963
98711, 420, 151, 343597, 30046, 3.791006
98712, 420, 151, 343605, 30046, 3.791049
98713, 420, 151, 343613, 30046, 3.791091
98714, 420, 151, 343621, 30046, 3.791134
98715, 420, 151, 343629, 30046, 3.791177
98716, 420, 151, 343637, 30046, 3.791219
98722, 420, 151, 343643, 30048, 3.791070
98723, 420, 151, 343651, 30048, 3.791113
98724, 420, 151, 343659, 30048, 3.791155
98727, 420, 151, 343662, 30050, 3.791091
98733, 420, 151, 343668, 30052, 3.790941
98739, 420, 151, 343674, 30056, 3.790812
98742, 420, 151, 343677, 30063, 3.790798
98745, 420, 151, 343680, 30067, 3.790754
98748, 420, 151, 343683, 30075, 3.790750
98751, 420, 151, 343686, 30079, 3.790706
98756, 420, 151, 343693, 30083, 3.790625
98760, 420, 151, 343698, 30087, 3.790563
98763, 420, 151, 343701, 30089, 3.790498
98766, 420, 151, 343704, 30093, 3.790454
98770, 420, 151, 343709, 30097, 3.790392
98773, 420, 151, 343712, 30101, 3.790348
98778, 420, 151, 343719, 30103, 3.790247
98781, 420, 151, 343722, 30107, 3.790203
98892, 420, 151, 343733, 30109, 3.786080
98898, 420, 151, 343739, 30113, 3.785951
98901, 420, 151, 343742, 30115, 3.785887
98904, 420, 151, 343745, 30119, 3.785843
98905, 420, 151, 343753, 30119, 3.785885
98906, 420, 151, 343761, 30119, 3.785928
98907, 420, 151, 343770, 30119, 3.785981
98908, 420, 151, 343778, 30119, 3.786023
98909, 420, 151, 343786, 30119, 3.786066
98910, 420, 151, 343795, 30119, 3.786119
98913, 420, 151, 343798, 30121, 3.786054
98914, 420, 151, 343806, 30121, 3.786097
98915, 420, 151, 343814, 30121, 3.786140
98916, 420, 151, 343823, 30121, 3.786192
98917, 420, 151, 343831, 30121, 3.786235
98918, 420, 151, 343839, 30121, 3.786278
98919, 420, 151, 343847, 30121, 3.786320
98920, 420, 151, 343853, 30121, 3.786342
98921, 420, 151, 343861, 30121, 3.786385
98922, 420, 151, 343870, 30121, 3.786438
98923, 420, 151, 343878, 30121, 3.786480
98924, 420, 151, 343886, 30121, 3.786523
98925, 420, 151, 343894, 30121, 3.786566
98926, 420, 151, 343902, 30121, 3.786608
98927, 420, 151, 343910, 30121, 3.786651
98928, 420, 151, 343919, 30121, 3.786703
98929, 420, 151, 343925, 30121, 3.786726
98930, 420, 151, 343933, 30121, 3.786768
98931, 420, 151, 343942, 30121, 3.786821
98932, 420, 151, 343950, 30121, 3.786864
98933, 420, 151, 343958, 30121, 3.786906
98934, 420, 151, 343967, 30121, 3.786959
98935, 420, 151, 343975, 30121, 3.787002
98936, 420, 151, 343983, 30121, 3.787044
98937, 420, 151, 343992, 30121, 3.787097
98938, 420, 151, 344000, 30121, 3.787139
98939, 420, 151, 344009, 30121, 3.787192
98940, 420, 151, 344020, 30121, 3.787265
98941, 420, 151, 344028, 30121, 3.787308
98942, 420, 151, 344037, 30121, 3.787360
98943, 420, 151, 344046, 30121, 3.787413
98947, 420, 151, 344051, 30124, 3.787341
98948, 420, 151, 344060, 30124, 3.787393
98949, 420, 151, 344069, 30124, 3.787446
98952, 420, 151, 344072, 30126, 3.787382
98953, 420, 151, 344080, 30126, 3.787424
98954, 420, 151, 344089, 30126, 3.787477
98955, 420, 151, 344098, 30126, 3.787530
98956, 420, 151, 344106, 30126, 3.787572
98957, 420, 151, 344115, 30126, 3.787625
98958, 420, 151, 344124, 30126, 3.787678
98959, 420, 151, 344132, 30126, 3.787720
98960, 420, 151, 344141, 30126, 3.787773
98961, 420, 151, 344150, 30126, 3.787826
98962, 420, 151, 344158, 30126, 3.787868
98963, 420, 151, 344167, 30126, 3.787921
98964, 420, 151, 344176, 30126, 3.787973
98965, 420, 151, 344184, 30126, 3.788016
98966, 420, 151, 344193, 30126, 3.788069
98967, 420, 151, 344202, 30126, 3.788121
98968, 420, 151, 344210, 30126, 3.788164
98969, 420, 151, 344219, 30126, 3.788217
98970, 420, 151, 344228, 30126, 3.788269
98971, 420, 151, 344234, 30126, 3.788292
98972, 420, 151, 344243, 30126, 3.788344
98973, 420, 151, 344251, 30126, 3.788387
98974, 420, 151, 344259, 30126, 3.788429
98975, 420, 151, 344268, 30126, 3.788482
98976, 420, 151, 344276, 30126, 3.788524
98977, 420, 151, 344284, 30126, 3.788567
98978, 420, 151, 344292, 30126, 3.788610
98979, 420, 151, 344299, 30126, 3.788642
98980, 420, 151, 344307, 30126, 3.788685
98981, 420, 151, 344316, 30126, 3.788737
98982, 420, 151, 344323, 30126, 3.788770
98983, 420, 151, 344331, 30126, 3.788812
98984, 420, 151, 344340, 30126, 3.788865
98985, 420, 151, 344348, 30126, 3.788907
98986, 420, 151, 344354, 30126, 3.788930
98987, 420, 151, 344363, 30126, 3.788982
98988, 420, 151, 344371, 30126, 3.789025
98989, 420, 151, 344380, 30126, 3.789078
98990, 420, 151, 344389, 30126, 3.789130
98991, 420, 151, 344397, 30126, 3.789173
98992, 420, 151, 344406, 30126, 3.789225
98993, 420, 151, 344413, 30126, 3.789258
98994, 420, 151, 344420, 30126, 3.789290
98995, 420, 151, 344429, 30126, 3.789343
98996, 420, 151, 344437, 30126, 3.789385
98997, 420, 151, 344445, 30126, 3.789428
98998, 420, 151, 344454, 30126, 3.789481
98999, 420, 151, 344462, 30126, 3.789523
99000, 420, 151, 344469, 30126, 3.789556
99001, 420, 151, 344478, 30126, 3.789608
99002, 420, 151, 344485, 30126, 3.789641
99003, 420, 151, 344492, 30126, 3.789673
99004, 420, 151, 344501, 30126, 3.789726
99005, 420, 151, 344508, 30126, 3.789758
99006, 420, 151, 344515, 30126, 3.789791
99007, 420, 151, 344524, 30126, 3.789843
99008, 420, 151, 344532, 30126, 3.789886
99009, 420, 151, 344539, 30126, 3.789918
99010, 420, 151, 344548, 30126, 3.789971
99011, 420, 151, 344556, 30126, 3.790013
99012, 420, 151, 344564, 30126, 3.790056
99015, 420, 151, 344567, 30130, 3.790012
99018, 420, 151, 344570, 30134, 3.789967
99019, 420, 151, 344579, 30134, 3.790020
99020, 420, 151, 344587, 30134, 3.790063
99021, 420, 151, 344595, 30134, 3.790105
99022, 420, 151, 344604, 30134, 3.790158
99023, 420, 151, 344612, 30134, 3.790200
99024, 420, 151, 344619, 30134, 3.790233
99025, 420, 151, 344627, 30134, 3.790275
99026, 420, 151, 344634, 30134, 3.790308
99027, 420, 151, 344641, 30134, 3.790340
99030, 420, 151, 344644, 30139, 3.790306
99033, 420, 151, 344647, 30143, 3.790262
99034, 424, 149, 344655, 30143, 3.790325
99035, 424, 149, 344662, 30143, 3.790357
99036, 424, 149, 344669, 30143, 3.790389
99039, 424, 149, 344672, 30145, 3.790325
99057, 424, 149, 344682, 30147, 3.789757
99058, 424, 149, 344689, 30147, 3.789790
99059, 424, 149, 344696, 30147, 3.789822
99060, 424, 149, 344703, 30147, 3.789855
99061, 424, 149, 344711, 30147, 3.789897
99062, 424, 149, 344718, 30147, 3.789930
99063, 424, 149, 344725, 30147, 3.789962
99066, 424, 149, 344728, 30151, 3.789918
99070, 424, 149, 344733, 30153, 3.789835
99071, 424, 149, 344740, 30153, 3.789868
99072, 424, 149, 344747, 30153, 3.789900
99075, 424, 149, 344750, 30155, 3.789836
99076, 424, 149, 344758, 30155, 3.789878
99077, 424, 149, 344765, 30155, 3.789911
99078, 424, 149, 344772, 30155, 3.789943
99079, 424, 149, 344780, 30155, 3.789986
99080, 424, 149, 344788, 30155, 3.790028
99081, 424, 149, 344795, 30155, 3.790061
99084, 424, 149, 344798, 30160, 3.790027
99085, 424, 149, 344807, 30160, 3.790079
99086, 424, 149, 344815, 30160, 3.790122
99087, 424, 149, 344822, 30160, 3.790154
99088, 424, 149, 344830, 30160, 3.790197
99089, 424, 149, 344837, 30160, 3.790229
99090, 424, 149, 344844, 30160, 3.790261
99091, 424, 149, 344852, 30160, 3.790304
99092, 424, 149, 344859, 30160, 3.790336
99095, 424, 149, 344862, 30164, 3.790292
99096, 424, 149, 344869, 30164, 3.790325
99097, 424, 149, 344877, 30164, 3.790367
99098, 424, 149, 344885, 30164, 3.790409
99099, 424, 149, 344893, 30164, 3.790452
99100, 424, 149, 344901, 30164, 3.790494
99101, 424, 149, 344909, 30164, 3.790537
99102, 424, 149, 344916, 30164, 3.790569
99103, 424, 149, 344924, 30164, 3.790612
99104, 424, 149, 344932, 30164, 3.790654
99105, 424, 149, 344941, 30164, 3.790707
99106, 424, 149, 344950, 30164, 3.790759
99107, 424, 149, 344957, 30164, 3.790792
99108, 424, 149, 344964, 30164, 3.790824
99109, 424, 149, 344972, 30164, 3.790867
99110, 424, 149, 344981, 30164, 3.790919
99111, 424, 149, 344988, 30164, 3.790952
99112, 424, 149, 344996, 30164, 3.790994
99113, 424, 149, 345005, 30164, 3.791047
99114, 424, 149, 345014, 30164, 3.791099
99115, 424, 149, 345022, 30164, 3.791142
99116, 424, 149, 345031, 30164, 3.791194
99117, 424, 149, 345040, 30164, 3.791247
99118, 424, 149, 345049, 30164, 3.791299
99119, 424, 149, 345058, 30164, 3.791352
99120, 424, 149, 345065, 30164, 3.791384
99121, 424, 149, 345074, 30164, 3.791437
99122, 424, 149, 345082, 30164, 3.791479
99123, 424, 149, 345089, 30164, 3.791512
99124, 424, 149, 345098, 30164, 3.791564
99125, 424, 149, 345106, 30164, 3.791607
99126, 424, 149, 345113, 30164, 3.791639
99129, 424, 149, 345116, 30168, 3.791595
99130, 424, 149, 345125, 30168, 3.791647
99131, 424, 149, 345134, 30168, 3.791700
99132, 424, 149, 345142, 30168, 3.791742
99133, 424, 149, 345151, 30168, 3.791795
99134, 424, 149, 345160, 30168, 3.791847
99135, 424, 149, 345168, 30168, 3.791890
99136, 424, 149, 345177, 30168, 3.791942
99137, 424, 149, 345186, 30168, 3.791995
99138, 424, 149, 345194, 30168, 3.792037
99139, 424, 149, 345202, 30168, 3.792080
99140, 424, 149, 345210, 30168, 3.792122
99141, 424, 149, 345218, 30168, 3.792165
99144, 424, 149, 345221, 30172, 3.792121
99145, 424, 149, 345230, 30172, 3.792173
99146, 424, 149, 345237, 30172, 3.792205
99147, 424, 149, 345244, 30172, 3.792238
99148, 424, 149, 345253, 30172, 3.792290
99149, 424, 149, 345261, 30172, 3.792333
99150, 424, 149, 345269, 30172, 3.792375
99151, 424, 149, 345278, 30172, 3.792428
99152, 424, 149, 345285, 30172, 3.792460
99153, 424, 149, 345292, 30172, 3.792492
99154, 424, 149, 345301, 30172, 3.792545
99155, 424, 149, 345308, 30172, 3.792577
99156, 424, 149, 345315, 30172, 3.792610
99232, 424, 149, 345325, 30174, 3.789826
99233, 424, 149, 345334, 30174, 3.789878
99234, 424, 149, 345343, 30174, 3.789931
99237, 424, 149, 345346, 30176, 3.789867
99238, 424, 149, 345356, 30176, 3.789929
99239, 424, 149, 345365, 30176, 3.789982
99240, 424, 149, 345374, 30176, 3.790034
99243, 424, 149, 345377, 30178, 3.789970
99244, 424, 149, 345386, 30178, 3.790023
99245, 424, 149, 345395, 30178, 3.790075
99246, 424, 149, 345404, 30178, 3.790128
99249, 424, 149, 345407, 30182, 3.790084
99250, 424, 149, 345414, 30182, 3.790116
99251, 424, 149, 345423, 30182, 3.790168
99252, 424, 149, 345432, 30182, 3.790221
99253, 424, 149, 345439, 30182, 3.790253
99254, 424, 149, 345448, 30182, 3.790306
99255, 424, 149, 345456, 30182, 3.790348
99256, 424, 149, 345465, 30182, 3.790401
99257, 424, 149, 345474, 30182, 3.790453
99258, 424, 149, 345482, 30182, 3.790495
99259, 424, 149, 345491, 30182, 3.790548
99260, 424, 149, 345500, 30182, 3.790600
99261, 424, 149, 345509, 30182, 3.790653
99262, 424, 149, 345517, 30182, 3.790695
99263, 424, 149, 345526, 30182, 3.790748
99264, 424, 149, 345534, 30182, 3.790790
99267, 424, 149, 345537, 30186, 3.790746
99268, 424, 149, 345546, 30186, 3.790799
99269, 424, 149, 345555, 30186, 3.790851
99270, 424, 149, 345564, 30186, 3.790904
99271, 424, 149, 345573, 30186, 3.790956
99272, 424, 149, 345582, 30186, 3.791009
99273, 424, 149, 345591, 30186, 3.791061
99274, 424, 149, 345600, 30186, 3.791113
99275, 424, 149, 345609, 30186, 3.791166
99276, 424, 149, 345618, 30186, 3.791218
99277, 424, 149, 345626, 30186, 3.791261
99278, 424, 149, 345634, 30186, 3.791303
99279, 424, 149, 345643, 30186, 3.791356
99280, 424, 149, 345651, 30186, 3.791398
99281, 424, 149, 345660, 30186, 3.791451
99282, 424, 149, 345669, 30186, 3.791503
99283, 424, 149, 345677, 30186, 3.791545
99284, 424, 149, 345686, 30186, 3.791598
99288, 424, 149, 345691, 30188, 3.791516
99289, 424, 149, 345699, 30188, 3.791558
99290, 424, 149, 345708, 30188, 3.791610
99291, 424, 149, 345717, 30188, 3.791663
99292, 424, 149, 345726, 30188, 3.791715
99293, 424, 149, 345735, 30188, 3.791768
99297, 424, 149, 345740, 30190, 3.791686
99298, 424, 149, 345749, 30190, 3.791738
99299, 424, 149, 345758, 30190, 3.791790
99303, 424, 149, 345763, 30192, 3.791708
99304, 424, 149, 345772, 30192, 3.791761
99305, 424, 149, 345780, 30192, 3.791803
99306, 424, 149, 345788, 30192, 3.791845
99307, 424, 149, 345797, 30192, 3.791898
99308, 424, 149, 345806, 30192, 3.791950
99311, 424, 149, 345809, 30196, 3.791906
99312, 424, 149, 345817, 30196, 3.791949
99313, 424, 149, 345826, 30196, 3.792001
99314, 424, 149, 345834, 30196, 3.792043
99318, 424, 149, 345839, 30198, 3.791961
99319, 424, 149, 345848, 30198, 3.792014
99320, 424, 149, 345856, 30198, 3.792056
99321, 424, 149, 345864, 30198, 3.792098
99324, 424, 149, 345867, 30200, 3.792034
99325, 424, 149, 345876, 30200, 3.792087
99326, 424, 149, 345884, 30200, 3.792129
99327, 424, 149, 345892, 30200, 3.792171
99328, 424, 149, 345901, 30200, 3.792224
99329, 424, 149, 345909, 30200, 3.792266
99330, 424, 149, 345917, 30200, 3.792308
99331, 424, 149, 345926, 30200, 3.792361
99332, 424, 149, 345934, 30200, 3.792403
99333, 424, 149, 345942, 30200, 3.792446
99334, 424, 149, 345951, 30200, 3.792498
99335, 424, 149, 345959, 30200, 3.792540
99336, 424, 149, 345967, 30200, 3.792583
99339, 424, 149, 345970, 30202, 3.792519
99340, 424, 149, 345979, 30202, 3.792571
99341, 424, 149, 345987, 30202, 3.792613
99345, 424, 149, 345992, 30204, 3.792531
99346, 424, 149, 346001, 30204, 3.792583
99347, 424, 149, 346009, 30204, 3.792626
99348, 424, 149, 346017, 30204, 3.792668
99349, 424, 149, 346026, 30204, 3.792721
99350, 424, 149, 346034, 30204, 3.792763
99351, 424, 149, 346042, 30204, 3.792805
99352, 424, 149, 346051, 30204, 3.792858
99353, 424, 149, 346059, 30204, 3.792900
99354, 424, 149, 346067, 30204, 3.792942
99355, 424, 149, 346075, 30204, 3.792985
99356, 424, 149, 346083, 30204, 3.793027
99357, 424, 149, 346091, 30204, 3.793069
99358, 424, 149, 346099, 30204, 3.793112
99359, 424, 149, 346107, 30204, 3.793154
99360, 424, 149, 346115, 30204, 3.793196
99361, 424, 149, 346124, 30204, 3.793249
99362, 424, 149, 346132, 30204, 3.793291
99363, 424, 149, 346140, 30204, 3.793334
99364, 424, 149, 346149, 30204, 3.793386
99365, 424, 149, 346157, 30204, 3.793428
99366, 424, 149, 346165, 30204, 3.793471
99367, 424, 149, 346173, 30204, 3.793513
99368, 424, 149, 346181, 30204, 3.793555
99369, 424, 149, 346189, 30204, 3.793598
99370, 424, 149, 346197, 30204, 3.793640
99371, 424, 149, 346205, 30204, 3.793682
99372, 424, 149, 346213, 30204, 3.793725
99375, 424, 149, 346216, 30208, 3.793681
99376, 424, 149, 346224, 30208, 3.793723
99377, 424, 149, 346232, 30208, 3.793765
99378, 424, 149, 346240, 30208, 3.793807
99382, 424, 149, 346245, 30212, 3.793745
99383, 424, 149, 346253, 30212, 3.793788
99384, 424, 149, 346261, 30212, 3.793830
99387, 424, 149, 346264, 30216, 3.793786
99394, 424, 149, 346272, 30218, 3.793619
99395, 424, 149, 346280, 30218, 3.793662
99396, 424, 149, 346288, 30218, 3.793704
99399, 424, 149, 346291, 30223, 3.793670
99402, 424, 149, 346294, 30227, 3.793626
99403, 424, 149, 346302, 30227, 3.793668
99404, 424, 149, 346310, 30227, 3.793711
99405, 424, 149, 346318, 30227, 3.793753
99410, 424, 149, 346325, 30229, 3.793653
99414, 424, 149, 346330, 30231, 3.793570
99420, 424, 149, 346336, 30235, 3.793442
99423, 424, 149, 346339, 30242, 3.793428
99426, 424, 149, 346342, 30246, 3.793384
99434, 424, 149, 346351, 30250, 3.793210
99435, 424, 149, 346359, 30250, 3.793252
99438, 424, 149, 346362, 30254, 3.793208
99441, 424, 149, 346365, 30262, 3.793204
99446, 424, 149, 346372, 30264, 3.793104
99447, 424, 149, 346380, 30264, 3.793146
99450, 424, 149, 346383, 30268, 3.793102
99456, 424, 149, 346389, 30270, 3.792954
99459, 424, 149, 346392, 30272, 3.792890
99465, 424, 149, 346398, 30276, 3.792761
99568, 424, 149, 346409, 30278, 3.788968
99574, 424, 149, 346415, 30282, 3.788840
99581, 424, 149, 346423, 30284, 3.788675
99585, 424, 149, 346428, 30288, 3.788613
99588, 424, 149, 346431, 30290, 3.788549
99589, 424, 149, 346439, 30290, 3.788591
99590, 424, 149, 346447, 30290, 3.788633
99591, 424, 149, 346455, 30290, 3.788676
99592, 424, 149, 346463, 30290, 3.788718
99593, 424, 149, 346471, 30290, 3.788760
99594, 424, 149, 346480, 30290, 3.788813
99595, 424, 149, 346486, 30290, 3.788835
99596, 424, 149, 346494, 30290, 3.788877
99597, 424, 149, 346503, 30290, 3.788929
99598, 424, 149, 346511, 30290, 3.788972
99599, 424, 149, 346519, 30290, 3.789014
99600, 424, 149, 346527, 30290, 3.789056
99601, 424, 149, 346533, 30290, 3.789078
99602, 424, 149, 346541, 30290, 3.789121
99603, 424, 149, 346550, 30290, 3.789173
99604, 424, 149, 346558, 30290, 3.789215
99605, 424, 149, 346566, 30290, 3.789258
99606, 424, 149, 346575, 30290, 3.789310
99607, 424, 149, 346581, 30290, 3.789332
99608, 424, 149, 346589, 30290, 3.789374
99609, 424, 149, 346598, 30290, 3.789427
99610, 424, 149, 346606, 30290, 3.789469
99611, 424, 149, 346615, 30290, 3.789521
99612, 424, 149, 346622, 30290, 3.789553
99613, 424, 149, 346630, 30290, 3.789596
99614, 424, 149, 346639, 30290, 3.789648
99615, 424, 149, 346649, 30290, 3.789710
99616, 424, 149, 346657, 30290, 3.789753
99617, 424, 149, 346666, 30290, 3.789805
99618, 424, 149, 346675, 30290, 3.789857
99619, 424, 149, 346683, 30290, 3.789900
99620, 424, 149, 346692, 30290, 3.789952
99621, 424, 149, 346701, 30290, 3.790004
99624, 424, 149, 346704, 30293, 3.789950
99625, 424, 149, 346712, 30293, 3.789992
99626, 424, 149, 346721, 30293, 3.790045
99627, 424, 149, 346730, 30293, 3.790097
99628, 424, 149, 346738, 30293, 3.790139
99629, 424, 149, 346747, 30293, 3.790192
99630, 424, 149, 346756, 30293, 3.790244
99631, 424, 149, 346764, 30293, 3.790286
99632, 424, 149, 346773, 30293, 3.790338
99633, 424, 149, 346782, 30293, 3.790391
99634, 424, 149, 346790, 30293, 3.790433
99635, 424, 149, 346799, 30293, 3.790485
99636, 424, 149, 346808, 30293, 3.790538
99637, 424, 149, 346816, 30293, 3.790580
99638, 424, 149, 346825, 30293, 3.790632
99639, 424, 149, 346834, 30293, 3.790684
99640, 424, 149, 346842, 30293, 3.790727
99641, 424, 149, 346851, 30293, 3.790779
99642, 424, 149, 346860, 30293, 3.790831
99643, 424, 149, 346868, 30293, 3.790873
99644, 424, 149, 346877, 30293, 3.790926
99645, 424, 149, 346886, 30293, 3.790978
99646, 424, 149, 346894, 30293, 3.791020
99647, 424, 149, 346902, 30293, 3.791062
99648, 424, 149, 346910, 30293, 3.791105
99649, 424, 149, 346918, 30293, 3.791147
99650, 424, 149, 346927, 30293, 3.791199
99651, 424, 149, 346935, 30293, 3.791241
99652, 424, 149, 346943, 30293, 3.791284
99653, 424, 149, 346952, 30293, 3.791336
99654, 424, 149, 346959, 30293, 3.791368
99655, 424, 149, 346967, 30293, 3.791410
99656, 424, 149, 346975, 30293, 3.791453
99657, 424, 149, 346982, 30293, 3.791485
99658, 424, 149, 346990, 30293, 3.791527
99659, 424, 149, 346998, 30293, 3.791569
99660, 424, 149, 347006, 30293, 3.791611
99661, 424, 149, 347012, 30293, 3.791634
99662, 424, 149, 347021, 30293, 3.791686
99663, 424, 149, 347029, 30293, 3.791728
99664, 424, 149, 347037, 30293, 3.791770
99665, 424, 149, 347046, 30293, 3.791823
99666, 424, 149, 347055, 30293, 3.791875
99667, 424, 149, 347064, 30293, 3.791927
99668, 424, 149, 347072, 30293, 3.791969
99669, 424, 149, 347080, 30293, 3.792012
99670, 424, 149, 347089, 30293, 3.792064
99671, 424, 149, 347097, 30293, 3.792106
99672, 424, 149, 347105, 30293, 3.792148
99673, 424, 149, 347114, 30293, 3.792200
99674, 424, 149, 347121, 30293, 3.792233
99675, 424, 149, 347129, 30293, 3.792275
99676, 424, 149, 347138, 30293, 3.792327
99677, 424, 149, 347145, 30293, 3.792359
99678, 424, 149, 347152, 30293, 3.792392
99679, 424, 149, 347161, 30293, 3.792444
99680, 424, 149, 347168, 30293, 3.792476
99681, 424, 149, 347175, 30293, 3.792508
